,0,1,2,3
0,0,0.0059164538979530334,0.0,0.8
1,0,0.004924799781292677,0.0,0.792
2,0,0.004381442908197641,-0.008609375,0.792
3,0,0.0038181159179657698,-0.0115,0.792
4,0,0.003291654633358121,0.0,0.792
5,0,0.003009808948263526,-0.002,0.792
6,0,0.002767932368442416,0.0,0.792
7,0,0.0023785552475601435,0.0,0.792
8,0,0.001950455247424543,0.0,0.792
9,0,0.002091859234496951,-0.0031005859375,0.792
10,0,0.001959590706974268,-0.0145,0.792
11,0,0.0018962890608236194,-0.024,0.792
12,0,0.001781768980436027,0.0,0.792
13,0,0.0016900213668122888,-0.002,0.792
14,0,0.0011949919862672687,-0.004,0.792
15,0,0.0013595214113593102,-0.002,0.792
16,0,0.0015371451154351234,-0.009,0.792
17,0,0.001199406455270946,-0.0095078125,0.792
18,0,0.0011952518252655864,-0.0095,0.792
19,0,0.0011590431677177548,-0.002,0.792
20,0,0.0012333025224506855,-0.004,0.792
21,0,0.0009732985054142773,-0.002,0.792
22,0,0.0010422308696433902,0.0,0.78408
23,0,0.0008209710940718651,0.0,0.78408
24,0,0.0007831288385204971,-0.0065,0.78408
25,0,0.0008128125336952507,-0.0135,0.78408
26,0,0.0006318294326774776,-0.009,0.78408
27,0,0.0006797349778935313,-0.002,0.78408
28,0,0.0006957634468562901,0.0,0.78408
29,0,0.0004820631875190884,-0.002,0.78408
30,0,0.0005118226981721818,-0.002,0.78408
31,0,0.0005334430024959147,0.0,0.78408
32,0,0.0004283293674234301,-0.002,0.78408
33,0,0.00044639009865932167,-0.006,0.78408
34,0,0.0004054463643115014,-0.0085,0.78408
35,0,0.00040962008642964065,0.0,0.78408
36,0,0.0003668814024422318,-0.005,0.78408
37,0,0.00034099581534974277,0.0,0.78408
38,0,0.00035494635812938213,-0.004,0.78408
39,0,0.0003094181593041867,0.0,0.78408
40,0,0.0002994032693095505,-0.002,0.78408
41,0,0.0003219561476726085,-0.002,0.78408
42,0,0.0002858891966752708,-0.0105,0.78408
43,0,0.0002554111124482006,-0.02,0.7762392
44,0,0.0002742834039963782,-0.0225,0.7762392
45,0,0.0002539165725465864,-0.02500390625,0.7762392
46,0,0.00027498890995047987,0.0,0.7762392
47,0,0.00023291438992600888,0.0,0.7762392
48,0,0.00021228815603535622,0.0,0.7762392
49,0,0.0002246842486783862,-0.006,0.7762392
50,0,0.00015950734086800367,0.0,0.7762392
51,0,0.0001372320984955877,-0.006103515625,0.7762392
52,0,0.00017157608817797154,-0.002,0.7762392
53,0,0.00015052752860356122,-0.002,0.7762392
54,0,0.00016723117732908577,0.0,0.7762392
55,0,0.00012653556768782437,-0.007,0.7762392
56,0,0.00015368062304332852,-0.009,0.7762392
57,0,0.00013825311907567084,-0.009,0.7762392
58,0,0.00011918550444534048,-0.007,0.7762392
59,0,0.00012854905799031258,-0.009,0.7762392
60,0,0.00011187824566150084,0.0,0.7762392
61,0,0.00013730789942201227,0.0,0.7762392
62,0,0.00014764213119633496,0.0,0.7762392
63,0,8.877275104168802e-05,0.0,0.7762392
64,0,0.00011140331480419263,-0.004,0.768476808
65,0,0.00011802191147580743,-0.004,0.768476808
66,0,0.0001090564182959497,-0.008,0.768476808
67,0,8.389320282731205e-05,-0.004,0.768476808
68,0,0.00010337531421100721,-0.002,0.768476808
69,0,0.00012043760216329247,-0.004,0.768476808
70,0,0.0001052938387147151,0.0,0.768476808
71,0,8.457323565380648e-05,0.0,0.768476808
72,0,9.757090447237715e-05,-0.0145,0.768476808
73,0,7.219638064270839e-05,-0.02200390625,0.768476808
