step_arrived;step_collisions;step_duration;step_ended;step_halting;step_inserted;step_loaded;step_meanSpeed;step_meanSpeedRelative;step_meanTravelTime;step_meanWaitingTime;step_running;step_stopped;step_teleports;step_time;step_waiting
0;0;285544395;0;4;4;37;0.00;0.00;-1.00;0.00;4;0;0;0.00;33
0;0;285544426;0;0;4;37;0.54;0.02;-1.00;0.00;4;0;0;1.00;33
0;0;285544457;0;0;4;37;1.15;0.04;-1.00;0.00;4;0;0;2.00;33
0;0;285544488;0;2;6;37;1.16;0.05;-1.00;1.00;6;0;0;3.00;31
0;0;285544519;0;0;6;37;1.84;0.07;-1.00;1.00;6;0;0;4.00;31
0;0;285544550;0;1;7;37;2.08;0.08;-1.00;1.57;7;0;0;5.00;30
0;0;285544582;0;3;10;37;1.80;0.07;-1.00;2.90;10;0;0;6.00;27
0;0;285544612;0;0;10;37;2.52;0.10;-1.00;2.90;10;0;0;7.00;27
0;0;285544644;0;0;10;37;3.13;0.12;-1.00;2.90;10;0;0;8.00;27
0;0;285544675;0;2;12;37;3.21;0.12;-1.00;3.92;12;0;0;9.00;25
0;0;285544706;0;0;12;37;3.90;0.15;-1.00;3.92;12;0;0;10.00;25
0;0;285544738;0;2;14;37;3.87;0.15;-1.00;4.93;14;0;0;11.00;23
0;0;285544769;0;1;15;37;4.15;0.16;-1.00;5.40;15;0;0;12.00;22
0;0;285544800;0;1;16;37;4.56;0.18;-1.00;5.88;16;0;0;13.00;21
0;0;285544832;0;0;16;37;5.18;0.20;-1.00;5.88;16;0;0;14.00;21
0;0;285544863;0;2;18;37;5.19;0.20;-1.00;6.89;18;0;0;15.00;19
0;0;285544894;0;1;19;37;5.45;0.21;-1.00;7.37;19;0;0;16.00;18
0;0;285544926;0;1;20;37;5.75;0.22;-1.00;7.85;20;0;0;17.00;17
0;0;285544958;0;1;21;37;6.05;0.23;-1.00;8.33;21;0;0;18.00;16
0;0;285544989;0;1;22;37;6.43;0.25;-1.00;8.82;22;0;0;19.00;15
0;0;285545021;0;0;22;37;7.10;0.27;-1.00;8.82;22;0;0;20.00;15
0;0;285545052;0;1;23;37;7.43;0.28;-1.00;9.35;23;0;0;21.00;14
0;0;285545084;0;0;23;37;8.17;0.31;-1.00;9.35;23;0;0;22.00;14
0;0;285545114;0;1;24;37;8.46;0.31;-1.00;9.92;24;0;0;23.00;13
0;0;285545145;0;1;25;37;8.77;0.32;-1.00;10.48;25;0;0;24.00;12
0;0;285545175;0;0;25;37;9.42;0.35;-1.00;10.48;25;0;0;25.00;12
0;0;285545206;0;0;25;37;10.01;0.37;-1.00;10.48;25;0;0;26.00;12
1;0;285545239;1;0;25;37;10.39;0.38;27.00;10.48;24;0;0;27.00;12
2;0;285545270;2;1;26;37;10.34;0.38;26.00;11.15;24;0;0;28.00;11
2;0;285545300;2;1;27;37;10.49;0.39;26.00;11.81;25;0;0;29.00;10
2;0;285545332;2;0;27;37;11.11;0.41;26.00;11.81;25;0;0;30.00;10
3;0;285545364;3;0;27;37;11.49;0.43;25.67;11.81;24;0;0;31.00;10
3;0;285545396;3;2;29;37;11.08;0.41;25.67;13.21;26;0;0;32.00;8
3;0;285545427;3;1;29;37;11.52;0.43;25.67;13.21;26;0;0;33.00;8
4;0;285545458;4;1;30;37;11.32;0.42;26.25;13.90;26;0;0;34.00;7
4;0;285545490;4;1;31;37;11.38;0.43;26.25;14.58;27;0;0;35.00;6
4;0;285545522;4;1;31;37;11.90;0.44;26.25;14.58;27;0;0;36.00;6
4;0;285545554;4;2;33;37;11.69;0.44;26.25;15.94;29;0;0;37.00;4
5;0;285545586;5;0;33;37;12.09;0.45;26.20;15.94;28;0;0;38.00;4
5;0;285545618;5;1;34;37;12.16;0.45;26.20;16.62;29;0;0;39.00;3
5;0;285545650;5;0;34;37;12.57;0.47;26.20;16.62;29;0;0;40.00;3
5;0;285545681;5;1;35;37;12.56;0.47;26.20;17.31;30;0;0;41.00;2
6;0;285545712;6;1;35;37;12.62;0.46;26.00;17.31;29;0;0;42.00;2
6;0;285545744;6;2;36;37;12.46;0.45;26.00;18.03;30;0;0;43.00;1
6;0;285545775;6;1;36;37;12.81;0.47;26.00;18.03;30;0;0;44.00;1
6;0;285545806;6;2;36;37;13.16;0.48;26.00;18.03;30;0;0;45.00;1
6;0;285545837;6;3;37;37;13.06;0.48;26.00;18.78;31;0;0;46.00;0
6;0;285545868;6;3;37;37;13.48;0.49;26.00;18.78;31;0;0;47.00;0
7;0;285545900;7;4;37;37;13.52;0.50;29.14;18.78;30;0;0;48.00;0
7;0;285545931;7;4;37;37;13.88;0.51;29.14;18.78;30;0;0;49.00;0
7;0;285545963;7;4;37;37;14.17;0.52;29.14;18.78;30;0;0;50.00;0
7;0;285545993;7;4;37;37;14.56;0.53;29.14;18.78;30;0;0;51.00;0
7;0;285546023;7;5;37;37;14.62;0.54;29.14;18.78;30;0;0;52.00;0
8;0;285546054;8;6;38;38;14.13;0.52;32.12;18.32;30;0;0;53.00;0
10;0;285546085;10;5;38;38;13.40;0.49;34.70;18.32;28;0;0;54.00;0
10;0;285546115;10;6;38;38;12.80;0.46;34.70;18.32;28;0;0;55.00;0
11;0;285546146;11;8;38;38;12.26;0.44;35.27;18.32;27;0;0;56.00;0
12;0;285546176;12;10;38;38;11.23;0.40;37.08;18.32;26;0;0;57.00;0
12;0;285546207;12;10;38;38;11.28;0.41;37.08;18.32;26;0;0;58.00;0
14;0;285546237;14;11;38;38;10.04;0.36;38.71;18.32;24;0;0;59.00;0
14;0;285546267;14;13;39;39;9.72;0.35;38.71;17.85;25;0;0;60.00;0
15;0;285546298;15;12;39;39;9.31;0.34;40.00;17.85;24;0;0;61.00;0
16;0;285546329;16;13;40;40;8.37;0.30;40.19;17.43;24;0;0;62.00;0
16;0;285546360;16;12;40;40;8.63;0.31;40.19;17.43;24;0;0;63.00;0
16;0;285546390;16;12;40;40;8.89;0.32;40.19;17.43;24;0;0;64.00;0
16;0;285546420;16;12;40;40;9.08;0.33;40.19;17.43;24;0;0;65.00;0
17;0;285546449;17;8;40;40;8.80;0.32;41.41;17.43;23;0;0;66.00;0
19;0;285546480;19;4;40;40;8.44;0.31;42.32;17.43;21;0;0;67.00;0
21;0;285546510;21;1;40;40;7.78;0.29;42.71;17.43;19;0;0;68.00;0
21;0;285546541;21;0;40;40;8.32;0.31;42.71;17.43;19;0;0;69.00;0
22;0;285546573;22;0;40;40;7.84;0.29;43.14;17.43;18;0;0;70.00;0
22;0;285546604;22;0;40;40;8.31;0.31;43.14;17.43;18;0;0;71.00;0
22;0;285546635;22;0;40;40;8.53;0.32;43.14;17.43;18;0;0;72.00;0
23;0;285546664;23;0;40;40;7.74;0.29;43.74;17.43;17;0;0;73.00;0
23;0;285546695;23;0;40;40;7.76;0.29;43.74;17.43;17;0;0;74.00;0
23;0;285546725;23;0;40;40;7.98;0.30;43.74;17.43;17;0;0;75.00;0
23;0;285546755;23;0;40;40;8.02;0.31;43.74;17.43;17;0;0;76.00;0
23;0;285546786;23;0;40;40;8.14;0.31;43.74;17.43;17;0;0;77.00;0
23;0;285546817;23;0;40;40;8.24;0.32;43.74;17.43;17;0;0;78.00;0
24;0;285546850;24;0;40;40;7.33;0.29;43.75;17.43;16;0;0;79.00;0
24;0;285546879;24;1;40;40;7.45;0.29;43.75;17.43;16;0;0;80.00;0
24;0;285546909;24;1;40;40;7.65;0.30;43.75;17.43;16;0;0;81.00;0
24;0;285546940;24;2;41;41;7.57;0.30;43.75;17.02;17;0;0;82.00;0
25;0;285546972;25;1;41;41;7.88;0.30;44.48;17.02;16;0;0;83.00;0
25;0;285547003;25;1;41;41;8.31;0.32;44.48;17.02;16;0;0;84.00;0
25;0;285547034;25;1;41;41;8.70;0.33;44.48;17.02;16;0;0;85.00;0
26;0;285547064;26;1;41;41;8.22;0.31;44.96;17.02;15;0;0;86.00;0
26;0;285547096;26;1;41;41;8.94;0.34;44.96;17.02;15;0;0;87.00;0
27;0;285547127;27;2;42;42;8.79;0.33;45.19;16.64;15;0;0;88.00;0
28;0;285547158;28;1;42;42;9.12;0.33;45.11;16.64;14;0;0;89.00;0
28;0;285547189;28;1;42;42;9.66;0.35;45.11;16.64;14;0;0;90.00;0
29;0;285547219;29;1;42;42;10.11;0.37;46.24;16.64;13;0;0;91.00;0
29;0;285547249;29;1;42;42;9.91;0.37;46.24;16.64;13;0;0;92.00;0
29;0;285547281;29;1;42;42;9.96;0.37;46.24;16.64;13;0;0;93.00;0
31;0;285547313;31;1;42;42;10.45;0.39;47.32;16.64;11;0;0;94.00;0
31;0;285547342;31;1;42;42;10.66;0.40;47.32;16.64;11;0;0;95.00;0
32;0;285547372;32;2;42;42;11.10;0.42;47.62;16.64;10;0;0;96.00;0
32;0;285547404;32;2;42;42;11.63;0.44;47.62;16.64;10;0;0;97.00;0
34;0;285547434;34;2;42;42;12.52;0.47;48.12;16.64;8;0;0;98.00;0
34;0;285547466;34;2;42;42;12.98;0.49;48.12;16.64;8;0;0;99.00;0
35;0;285547497;35;2;42;42;11.53;0.44;48.54;16.64;7;0;0;100.00;0
35;0;285547527;35;2;42;42;12.21;0.46;48.54;16.64;7;0;0;101.00;0
35;0;285547559;35;2;42;42;12.71;0.46;48.54;16.64;7;0;0;102.00;0
35;0;285547589;35;3;43;44;11.43;0.41;48.54;16.28;8;0;0;103.00;1
35;0;285547620;35;0;43;44;12.63;0.46;48.54;16.28;8;0;0;104.00;1
35;0;285547650;35;0;43;44;13.83;0.50;48.54;16.28;8;0;0;105.00;1
36;0;285547682;36;2;45;45;9.96;0.36;47.69;15.67;9;0;0;106.00;0
36;0;285547711;36;0;45;45;10.86;0.39;47.69;15.67;9;0;0;107.00;0
36;0;285547743;36;0;45;45;11.74;0.43;47.69;15.67;9;0;0;108.00;0
36;0;285547774;36;0;45;45;12.62;0.46;47.69;15.67;9;0;0;109.00;0
36;0;285547804;36;0;45;45;13.51;0.49;47.69;15.67;9;0;0;110.00;0
36;0;285547836;36;0;45;45;14.50;0.53;47.69;15.67;9;0;0;111.00;0
36;0;285547868;36;0;45;45;15.37;0.56;47.69;15.67;9;0;0;112.00;0
36;0;285547899;36;0;45;45;16.25;0.60;47.69;15.67;9;0;0;113.00;0
36;0;285547930;36;0;45;45;17.07;0.63;47.69;15.67;9;0;0;114.00;0
36;0;285547959;36;0;45;45;17.60;0.65;47.69;15.67;9;0;0;115.00;0
36;0;285547991;36;0;45;45;18.52;0.68;47.69;15.67;9;0;0;116.00;0
38;0;285548024;38;0;45;45;16.63;0.62;49.37;15.67;7;0;0;117.00;0
38;0;285548054;38;0;45;45;17.23;0.64;49.37;15.67;7;0;0;118.00;0
39;0;285548085;39;0;45;45;16.45;0.62;49.05;15.67;6;0;0;119.00;0
39;0;285548117;39;2;47;47;12.61;0.48;49.05;15.00;8;0;0;120.00;0
39;0;285548147;39;0;47;47;13.36;0.51;49.05;15.00;8;0;0;121.00;0
39;0;285548179;39;0;47;47;13.68;0.52;49.05;15.00;8;0;0;122.00;0
39;0;285548210;39;1;48;48;12.33;0.46;49.05;14.71;9;0;0;123.00;0
39;0;285548241;39;0;48;48;12.61;0.47;49.05;14.71;9;0;0;124.00;0
41;0;285548273;41;0;48;48;10.62;0.40;50.24;14.71;7;0;0;125.00;0
41;0;285549631;41;1;48;48;10.79;0.40;50.24;14.71;7;0;0;126.00;0
41;0;285549663;41;1;48;48;10.50;0.39;50.24;14.71;7;0;0;127.00;0
41;0;285549694;41;1;48;48;10.93;0.40;50.24;14.71;7;0;0;128.00;0
41;0;285549724;41;3;49;49;10.01;0.37;50.24;14.43;8;0;0;129.00;0
41;0;285549755;41;2;49;49;10.61;0.39;50.24;14.43;8;0;0;130.00;0
41;0;285549787;41;2;49;49;10.87;0.40;50.24;14.43;8;0;0;131.00;0
41;0;285549819;41;0;49;49;11.56;0.43;50.24;14.43;8;0;0;132.00;0
41;0;285549851;41;0;49;49;12.28;0.46;50.24;14.43;8;0;0;133.00;0
42;0;285549882;42;1;50;50;9.13;0.35;50.98;14.16;8;0;0;134.00;0
42;0;285549913;42;0;50;50;9.71;0.37;50.98;14.16;8;0;0;135.00;0
42;0;285549944;42;0;50;50;10.39;0.40;50.98;14.16;8;0;0;136.00;0
42;0;285549976;42;0;50;50;10.87;0.41;50.98;14.16;8;0;0;137.00;0
42;0;285549991;42;0;50;50;11.07;0.42;50.98;14.16;8;0;0;138.00;0
42;0;285549991;42;0;50;50;11.42;0.42;50.98;14.16;8;0;0;139.00;0
42;0;285549993;42;0;50;50;11.79;0.43;50.98;14.16;8;0;0;140.00;0
42;0;285549993;42;0;50;50;12.13;0.44;50.98;14.16;8;0;0;141.00;0
42;0;285549993;42;0;50;50;12.54;0.45;50.98;14.16;8;0;0;142.00;0
42;0;285549994;42;0;50;50;12.97;0.47;50.98;14.16;8;0;0;143.00;0
42;0;285549994;42;0;50;50;13.44;0.48;50.98;14.16;8;0;0;144.00;0
42;0;285549995;42;0;50;50;13.83;0.50;50.98;14.16;8;0;0;145.00;0
42;0;285549996;42;0;50;50;14.25;0.51;50.98;14.16;8;0;0;146.00;0
42;0;285549997;42;0;50;50;14.70;0.53;50.98;14.16;8;0;0;147.00;0
44;0;285549997;44;0;50;50;13.19;0.47;50.57;14.16;6;0;0;148.00;0
44;0;285550000;44;0;50;50;12.78;0.46;50.57;14.16;6;0;0;149.00;0
44;0;285550000;44;0;50;50;12.53;0.45;50.57;14.16;6;0;0;150.00;0
45;0;285550001;45;0;50;50;12.46;0.45;50.51;14.16;5;0;0;151.00;0
46;0;285550001;46;0;50;50;11.79;0.42;50.11;14.16;4;0;0;152.00;0
46;0;285550002;46;1;50;50;11.03;0.42;50.11;14.16;4;0;0;153.00;0
46;0;285550002;46;1;50;50;10.41;0.40;50.11;14.16;4;0;0;154.00;0
46;0;285550002;46;1;50;50;9.56;0.37;50.11;14.16;4;0;0;155.00;0
46;0;285550003;46;1;50;50;8.79;0.35;50.11;14.16;4;0;0;156.00;0
46;0;285550004;46;1;50;50;7.99;0.32;50.11;14.16;4;0;0;157.00;0
46;0;285550004;46;2;50;50;7.96;0.32;50.11;14.16;4;0;0;158.00;0
46;0;285550004;46;3;51;51;6.64;0.27;50.11;13.90;5;0;0;159.00;0
46;0;285550005;46;2;51;51;6.46;0.26;50.11;13.90;5;0;0;160.00;0
46;0;285550005;46;2;51;51;6.11;0.25;50.11;13.90;5;0;0;161.00;0
46;0;285550005;46;2;51;51;5.81;0.24;50.11;13.90;5;0;0;162.00;0
47;0;285550006;47;2;51;51;2.49;0.09;49.66;13.90;4;0;0;163.00;0
47;0;285550007;47;5;53;53;1.27;0.05;49.66;13.42;6;0;0;164.00;0
47;0;285550007;47;3;53;53;1.85;0.07;49.66;13.42;6;0;0;165.00;0
47;0;285550008;47;3;53;53;2.57;0.09;49.66;13.42;6;0;0;166.00;0
47;0;285550009;47;3;53;53;3.10;0.11;49.66;13.42;6;0;0;167.00;0
47;0;285550010;47;3;53;53;3.79;0.14;49.66;13.42;6;0;0;168.00;0
47;0;285550011;47;3;53;53;4.33;0.16;49.66;13.42;6;0;0;169.00;0
47;0;285550011;47;0;53;53;5.61;0.20;49.66;13.42;6;0;0;170.00;0
47;0;285550012;47;0;53;53;6.69;0.24;49.66;13.42;6;0;0;171.00;0
47;0;285550012;47;0;53;53;7.70;0.28;49.66;13.42;6;0;0;172.00;0
47;0;285550013;47;0;53;53;8.85;0.32;49.66;13.42;6;0;0;173.00;0
47;0;285550013;47;0;53;53;9.07;0.33;49.66;13.42;6;0;0;174.00;0
47;0;285550014;47;0;53;53;8.99;0.32;49.66;13.42;6;0;0;175.00;0
47;0;285550014;47;2;54;54;7.60;0.27;49.66;13.19;7;0;0;176.00;0
47;0;285550015;47;1;54;54;8.36;0.30;49.66;13.19;7;0;0;177.00;0
47;0;285550015;47;1;54;54;9.23;0.34;49.66;13.19;7;0;0;178.00;0
47;0;285550015;47;1;54;54;9.55;0.35;49.66;13.19;7;0;0;179.00;0
47;0;285550016;47;2;55;55;8.76;0.32;49.66;12.95;8;0;0;180.00;0
47;0;285550016;47;1;55;55;9.29;0.35;49.66;12.95;8;0;0;181.00;0
47;0;285550017;47;0;55;55;10.04;0.38;49.66;12.95;8;0;0;182.00;0
47;0;285550017;47;0;55;55;10.74;0.40;49.66;12.95;8;0;0;183.00;0
47;0;285550018;47;1;56;56;10.21;0.38;49.66;12.73;9;0;0;184.00;0
47;0;285550018;47;0;56;56;10.98;0.41;49.66;12.73;9;0;0;185.00;0
47;0;285550019;47;0;56;56;11.95;0.45;49.66;12.73;9;0;0;186.00;0
47;0;285550019;47;0;56;56;12.37;0.47;49.66;12.73;9;0;0;187.00;0
47;0;285550020;47;0;56;56;12.52;0.47;49.66;12.73;9;0;0;188.00;0
47;0;285550020;47;0;56;56;12.66;0.47;49.66;12.73;9;0;0;189.00;0
47;0;285550021;47;1;57;57;11.60;0.43;49.66;12.53;10;0;0;190.00;0
48;0;285550021;48;0;57;57;10.84;0.40;50.04;12.53;9;0;0;191.00;0
48;0;285550022;48;1;57;57;11.60;0.43;50.04;12.53;9;0;0;192.00;0
48;0;285550022;48;1;57;57;12.12;0.45;50.04;12.53;9;0;0;193.00;0
48;0;285550023;48;1;57;57;12.95;0.48;50.04;12.53;9;0;0;194.00;0
48;0;285550024;48;1;57;57;13.33;0.49;50.04;12.53;9;0;0;195.00;0
48;0;285550025;48;1;57;57;14.08;0.52;50.04;12.53;9;0;0;196.00;0
48;0;285550026;48;1;57;57;14.55;0.54;50.04;12.53;9;0;0;197.00;0
48;0;285550026;48;0;57;57;15.50;0.57;50.04;12.53;9;0;0;198.00;0
48;0;285550027;48;0;57;57;16.48;0.61;50.04;12.53;9;0;0;199.00;0
48;0;285550028;48;1;58;58;15.71;0.57;50.04;12.31;10;0;0;200.00;0
48;0;285550028;48;0;58;58;16.67;0.61;50.04;12.31;10;0;0;201.00;0
48;0;285550029;48;0;58;58;16.74;0.61;50.04;12.31;10;0;0;202.00;0
48;0;285550029;48;0;58;58;17.17;0.62;50.04;12.31;10;0;0;203.00;0
48;0;285550030;48;0;58;58;17.16;0.62;50.04;12.31;10;0;0;204.00;0
49;0;285550031;49;0;58;58;16.73;0.60;49.53;12.31;9;0;0;205.00;0
49;0;285550032;49;1;59;60;15.15;0.55;49.53;12.12;10;0;0;206.00;1
50;0;285550032;50;0;59;60;13.68;0.49;50.28;12.12;9;0;0;207.00;1
50;0;285550033;50;1;59;60;14.45;0.52;50.28;12.12;9;0;0;208.00;1
51;0;285550034;51;2;60;60;12.93;0.47;49.94;11.98;9;0;0;209.00;0
51;0;285550034;51;1;60;60;13.35;0.48;49.94;11.98;9;0;0;210.00;0
51;0;285550035;51;1;60;60;13.64;0.50;49.94;11.98;9;0;0;211.00;0
51;0;285550035;51;2;61;61;12.06;0.44;49.94;11.80;10;0;0;212.00;0
51;0;285550036;51;1;61;61;12.12;0.44;49.94;11.80;10;0;0;213.00;0
52;0;285550036;52;1;61;61;10.78;0.40;50.62;11.80;9;0;0;214.00;0
54;0;285550038;54;1;61;61;7.08;0.27;50.72;11.80;7;0;0;215.00;0
54;0;285550038;54;1;61;61;7.22;0.27;50.72;11.80;7;0;0;216.00;0
54;0;285550039;54;1;61;61;7.15;0.29;50.72;11.80;7;0;0;217.00;0
54;0;285550039;54;2;61;61;7.57;0.31;50.72;11.80;7;0;0;218.00;0
54;0;285550040;54;2;61;61;8.16;0.33;50.72;11.80;7;0;0;219.00;0
54;0;285550041;54;2;61;61;8.78;0.36;50.72;11.80;7;0;0;220.00;0
54;0;285550041;54;2;61;61;9.37;0.38;50.72;11.80;7;0;0;221.00;0
54;0;285550041;54;2;61;61;9.97;0.41;50.72;11.80;7;0;0;222.00;0
54;0;285550042;54;2;61;61;10.55;0.43;50.72;11.80;7;0;0;223.00;0
54;0;285550043;54;2;61;61;11.15;0.45;50.72;11.80;7;0;0;224.00;0
55;0;285550043;55;3;62;62;9.11;0.36;50.25;11.61;7;0;0;225.00;0
55;0;285550044;55;2;62;62;9.70;0.38;50.25;11.61;7;0;0;226.00;0
55;0;285550044;55;2;62;62;10.37;0.41;50.25;11.61;7;0;0;227.00;0
55;0;285550045;55;2;62;62;10.94;0.41;50.25;11.61;7;0;0;228.00;0
55;0;285550045;55;2;62;62;11.39;0.43;50.25;11.61;7;0;0;229.00;0
55;0;285550045;55;2;62;62;11.85;0.43;50.25;11.61;7;0;0;230.00;0
55;0;285550046;55;2;62;62;12.12;0.44;50.25;11.61;7;0;0;231.00;0
55;0;285550046;55;2;62;62;11.76;0.43;50.25;11.61;7;0;0;232.00;0
56;0;285550047;56;2;62;62;10.55;0.39;49.84;11.61;6;0;0;233.00;0
56;0;285550048;56;2;62;62;10.00;0.37;49.84;11.61;6;0;0;234.00;0
57;0;285550048;57;2;62;62;7.56;0.28;49.42;11.61;5;0;0;235.00;0
58;0;285550049;58;0;62;62;4.26;0.17;49.36;11.61;4;0;0;236.00;0
58;0;285550050;58;0;62;62;5.11;0.20;49.36;11.61;4;0;0;237.00;0
58;0;285550051;58;0;62;62;6.10;0.24;49.36;11.61;4;0;0;238.00;0
58;0;285550051;58;0;62;62;6.99;0.27;49.36;11.61;4;0;0;239.00;0
58;0;285550052;58;3;65;65;4.72;0.18;49.36;11.08;7;0;0;240.00;0
58;0;285550052;58;0;65;65;5.71;0.22;49.36;11.08;7;0;0;241.00;0
58;0;285550053;58;0;65;65;6.72;0.26;49.36;11.08;7;0;0;242.00;0
58;0;285550053;58;0;65;65;7.52;0.29;49.36;11.08;7;0;0;243.00;0
58;0;285550054;58;0;65;65;8.57;0.33;49.36;11.08;7;0;0;244.00;0
58;0;285550054;58;1;66;66;8.30;0.31;49.36;10.92;8;0;0;245.00;0
58;0;285550055;58;1;67;67;7.77;0.29;49.36;10.78;9;0;0;246.00;0
58;0;285550055;58;0;67;67;8.42;0.31;49.36;10.78;9;0;0;247.00;0
58;0;285550056;58;1;67;67;9.15;0.34;49.36;10.78;9;0;0;248.00;0
58;0;285550056;58;1;67;67;10.14;0.37;49.36;10.78;9;0;0;249.00;0
58;0;285550057;58;1;67;67;11.07;0.41;49.36;10.78;9;0;0;250.00;0
58;0;285550057;58;1;67;67;11.94;0.44;49.36;10.78;9;0;0;251.00;0
58;0;285550058;58;1;67;67;12.80;0.47;49.36;10.78;9;0;0;252.00;0
58;0;285550058;58;1;67;67;13.70;0.50;49.36;10.78;9;0;0;253.00;0
58;0;285550058;58;1;67;67;14.06;0.52;49.36;10.78;9;0;0;254.00;0
58;0;285550059;58;1;67;67;13.84;0.51;49.36;10.78;9;0;0;255.00;0
58;0;285550059;58;1;67;67;13.50;0.50;49.36;10.78;9;0;0;256.00;0
59;0;285550060;59;2;67;67;11.79;0.44;49.76;10.78;8;0;0;257.00;0
59;0;285550060;59;3;68;68;9.97;0.37;49.76;10.63;9;0;0;258.00;0
59;0;285550061;59;2;68;68;9.86;0.36;49.76;10.63;9;0;0;259.00;0
59;0;285550061;59;3;68;68;9.69;0.35;49.76;10.63;9;0;0;260.00;0
60;0;285550062;60;4;68;68;7.75;0.28;49.75;10.63;8;0;0;261.00;0
60;0;285550062;60;4;68;68;7.86;0.28;49.75;10.63;8;0;0;262.00;0
60;0;285550063;60;4;68;68;8.20;0.30;49.75;10.63;8;0;0;263.00;0
60;0;285550064;60;2;69;69;7.86;0.28;49.75;10.49;9;0;0;264.00;0
61;0;285550064;61;1;70;70;6.02;0.22;50.59;10.36;9;0;0;265.00;0
61;0;285550065;61;0;70;70;6.85;0.25;50.59;10.36;9;0;0;266.00;0
61;0;285550066;61;1;71;71;6.67;0.25;50.59;10.23;10;0;0;267.00;0
61;0;285550066;61;0;71;71;7.08;0.27;50.59;10.23;10;0;0;268.00;0
61;0;285550067;61;0;71;71;7.42;0.28;50.59;10.23;10;0;0;269.00;0
61;0;285550068;61;0;71;71;7.80;0.30;50.59;10.23;10;0;0;270.00;0
61;0;285550069;61;0;71;71;8.24;0.32;50.59;10.23;10;0;0;271.00;0
61;0;285550070;61;1;71;71;8.68;0.33;50.59;10.23;10;0;0;272.00;0
61;0;285550071;61;1;71;71;9.44;0.36;50.59;10.23;10;0;0;273.00;0
61;0;285550071;61;1;71;71;9.69;0.37;50.59;10.23;10;0;0;274.00;0
61;0;285550072;61;1;71;71;9.87;0.38;50.59;10.23;10;0;0;275.00;0
61;0;285550073;61;1;71;71;10.19;0.39;50.59;10.23;10;0;0;276.00;0
61;0;285550073;61;2;72;72;9.58;0.37;50.59;10.10;11;0;0;277.00;0
61;0;285550074;61;1;72;72;9.75;0.36;50.59;10.10;11;0;0;278.00;0
62;0;285550074;62;1;72;72;9.72;0.36;50.40;10.10;10;0;0;279.00;0
62;0;285550075;62;2;72;72;10.05;0.37;50.40;10.10;10;0;0;280.00;0
62;0;285550075;62;2;72;72;10.53;0.39;50.40;10.10;10;0;0;281.00;0
63;0;285550076;63;2;72;72;11.08;0.41;50.51;10.10;9;0;0;282.00;0
64;0;285550076;64;2;72;72;11.31;0.41;50.39;10.10;8;0;0;283.00;0
65;0;285550077;65;2;72;72;11.33;0.41;49.92;10.10;7;0;0;284.00;0
65;0;285550077;65;2;72;72;11.24;0.42;49.92;10.10;7;0;0;285.00;0
65;0;285550078;65;2;72;72;10.90;0.41;49.92;10.10;7;0;0;286.00;0
65;0;285550078;65;2;72;72;10.55;0.40;49.92;10.10;7;0;0;287.00;0
65;0;285550079;65;2;72;72;10.09;0.38;49.92;10.10;7;0;0;288.00;0
65;0;285550079;65;2;72;72;9.49;0.36;49.92;10.10;7;0;0;289.00;0
65;0;285550079;65;2;72;72;8.45;0.32;49.92;10.10;7;0;0;290.00;0
65;0;285550080;65;2;72;72;7.82;0.30;49.92;10.10;7;0;0;291.00;0
65;0;285550080;65;3;72;72;7.45;0.29;49.92;10.10;7;0;0;292.00;0
65;0;285550080;65;3;72;72;7.12;0.28;49.92;10.10;7;0;0;293.00;0
65;0;285550080;65;4;72;72;7.05;0.27;49.92;10.10;7;0;0;294.00;0
66;0;285550081;66;4;72;72;5.53;0.20;49.59;10.10;6;0;0;295.00;0
66;0;285550081;66;4;72;72;5.61;0.20;49.59;10.10;6;0;0;296.00;0
66;0;285550081;66;4;72;72;5.76;0.21;49.59;10.10;6;0;0;297.00;0
67;0;285550082;67;4;72;72;2.08;0.07;49.63;10.10;5;0;0;298.00;0
67;0;285550083;67;4;72;72;2.23;0.08;49.63;10.10;5;0;0;299.00;0
67;0;285550083;67;5;73;73;1.96;0.07;49.63;9.96;6;0;0;300.00;0
67;0;285550083;67;4;73;73;2.12;0.08;49.63;9.96;6;0;0;301.00;0
67;0;285550084;67;1;73;73;3.01;0.11;49.63;9.96;6;0;0;302.00;0
67;0;285550084;67;0;73;73;4.04;0.15;49.63;9.96;6;0;0;303.00;0
67;0;285550085;67;0;73;73;4.98;0.18;49.63;9.96;6;0;0;304.00;0
67;0;285550085;67;0;73;73;5.85;0.22;49.63;9.96;6;0;0;305.00;0
67;0;285550086;67;1;74;74;5.83;0.22;49.63;9.84;7;0;0;306.00;0
67;0;285550086;67;0;74;74;6.90;0.25;49.63;9.84;7;0;0;307.00;0
67;0;285550087;67;0;74;74;7.85;0.29;49.63;9.84;7;0;0;308.00;0
67;0;285550087;67;1;75;76;7.74;0.29;49.63;9.72;8;0;0;309.00;1
67;0;285550087;67;0;75;76;8.64;0.32;49.63;9.72;8;0;0;310.00;1
67;0;285550088;67;0;75;76;9.59;0.35;49.63;9.72;8;0;0;311.00;1
67;0;285550088;67;1;76;76;9.40;0.35;49.63;9.64;9;0;0;312.00;0
67;0;285550089;67;0;76;76;10.33;0.38;49.63;9.64;9;0;0;313.00;0
67;0;285550089;67;0;76;76;11.31;0.42;49.63;9.64;9;0;0;314.00;0
