,0,1
0,0,0.24472679197788239
1,0,0.016540197655558586
2,0,0.016479065641760826
3,0,0.01663343235850334
4,0,0.01684560999274254
5,0,0.01674674265086651
6,0,0.016063308343291283
7,0,0.016230156645178795
8,0,0.01679927110671997
9,0,0.016709916293621063
10,0,0.01675502024590969
11,0,0.015876177698373795
12,0,0.016449982300400734
13,0,0.01709151268005371
14,0,0.015889670699834824
15,0,0.016516871750354767
16,0,0.01645500771701336
17,0,0.015393521636724472
18,0,0.015346786938607693
19,0,0.016191674396395683
20,0,0.015563423745334148
21,0,0.014463722705841064
22,0,0.01605580374598503
23,0,0.015514875762164593
24,0,0.015957633033394814
25,0,0.015346226282417774
26,0,0.015145909041166306
27,0,0.01585138961672783
28,0,0.015510222874581814
29,0,0.0158296637237072
30,0,0.015010316856205463
31,0,0.01551881618797779
32,0,0.015345790423452854
33,0,0.014634928666055202
34,0,0.01291095744818449
35,0,0.015680773183703423
36,0,0.014789709821343422
37,0,0.015003475360572338
38,0,0.01448486652225256
39,0,0.014410879462957382
40,0,0.014101649634540081
41,0,0.014758031815290451
42,0,0.013790804892778397
43,0,0.014238848350942135
44,0,0.01420762948691845
45,0,0.014353265054523945
46,0,0.013525653630495071
47,0,0.014798467047512531
48,0,0.01546365674585104
49,0,0.014585284516215324
50,0,0.015067198313772678
51,0,0.014439861290156841
52,0,0.016029004007577896
53,0,0.014312672428786755
54,0,0.013620712794363499
55,0,0.01296189520508051
56,0,0.01321905106306076
57,0,0.014140834100544453
58,0,0.012947202660143375
59,0,0.014470736496150494
60,0,0.014572369866073132
61,0,0.014022220857441425
62,0,0.013457483612000942
63,0,0.013715364970266819
64,0,0.014570641331374645
65,0,0.01415078341960907
66,0,0.015228278003633022
67,0,0.015293496660888195
68,0,0.014260070398449898
69,0,0.015003479085862637
70,0,0.014038479886949062
71,0,0.01430897880345583
72,0,0.0144262183457613
73,0,0.013606254011392593
74,0,0.013285284861922264
75,0,0.01419890858232975
76,0,0.012720449827611446
77,0,0.013859514147043228
78,0,0.015068251639604568
79,0,0.013519658707082272
80,0,0.014256159774959087
81,0,0.012993772514164448
82,0,0.012769309803843498
83,0,0.014030036516487598
84,0,0.012875620275735855
85,0,0.01425588596612215
86,0,0.014870334416627884
87,0,0.01410515047609806
88,0,0.013013002462685108
89,0,0.013097728602588177
90,0,0.01218800712376833
91,0,0.013239792548120022
92,0,0.013323817402124405
93,0,0.014025066047906876
94,0,0.014105548150837421
95,0,0.012620522640645504
96,0,0.01379314437508583
97,0,0.01402277685701847
98,0,0.014401504769921303
99,0,0.012987767346203327
100,0,0.014362196438014507
101,0,0.013333842158317566
102,0,0.012756898067891598
103,0,0.013821892440319061
104,0,0.013734519481658936
105,0,0.011512468568980694
106,0,0.01300355140119791
107,0,0.012442722916603088
108,0,0.013039274141192436
109,0,0.012148805893957615
110,0,0.01291453093290329
111,0,0.013157479465007782
112,0,0.013408240862190723
113,0,0.014223014004528522
114,0,0.012743959203362465
115,0,0.012009422294795513
116,0,0.012062806636095047
