bin,Step Time,Number Waiting
"(0, 300]",150.5,2.2266666666666666
"(300, 600]",450.5,0.05
"(600, 900]",750.5,0.08
"(900, 1200]",1050.5,0.08666666666666667
"(1200, 1500]",1350.5,0.16666666666666666
"(1500, 1800]",1650.5,0.08666666666666667
"(1800, 2100]",1950.5,0.39666666666666667
"(2100, 2400]",2250.5,0.08333333333333333
"(2400, 2700]",2550.5,0.17333333333333334
"(2700, 3000]",2850.5,0.10666666666666667
"(3000, 3300]",3150.5,0.05333333333333334
"(3300, 3600]",3450.5,0.12
"(3600, 3900]",3750.5,1.8766666666666667
"(3900, 4200]",4050.5,0.13
"(4200, 4500]",4350.5,0.09333333333333334
"(4500, 4800]",4650.5,0.25666666666666665
"(4800, 5100]",4950.5,0.11666666666666667
"(5100, 5400]",5250.5,0.14333333333333334
"(5400, 5700]",5550.5,0.47333333333333333
"(5700, 6000]",5850.5,0.10333333333333333
"(6000, 6300]",6150.5,0.17
"(6300, 6600]",6450.5,0.21
"(6600, 6900]",6750.5,0.09333333333333334
"(6900, 7200]",7050.5,0.16666666666666666
"(7200, 7500]",7350.5,3.67
"(7500, 7800]",7650.5,0.7833333333333333
"(7800, 8100]",7950.5,0.7466666666666667
"(8100, 8400]",8250.5,0.89
"(8400, 8700]",8550.5,0.9866666666666667
"(8700, 9000]",8850.5,0.8333333333333334
"(9000, 9300]",9150.5,1.3266666666666667
"(9300, 9600]",9450.5,0.7166666666666667
"(9600, 9900]",9750.5,0.98
"(9900, 10200]",10050.5,1.0566666666666666
"(10200, 10500]",10350.5,0.7633333333333333
"(10500, 10800]",10650.5,0.6733333333333333
"(10800, 11100]",10950.5,4.79
"(11100, 11400]",11250.5,1.14
"(11400, 11700]",11550.5,1.06
"(11700, 12000]",11850.5,1.2466666666666666
"(12000, 12300]",12150.5,1.48
"(12300, 12600]",12450.5,1.1966666666666668
"(12600, 12900]",12750.5,1.68
"(12900, 13200]",13050.5,1.5466666666666666
"(13200, 13500]",13350.5,1.4066666666666667
"(13500, 13800]",13650.5,1.1433333333333333
"(13800, 14100]",13950.5,1.21
"(14100, 14400]",14250.5,1.05
"(14400, 14700]",14550.5,5.1866666666666665
"(14700, 15000]",14850.5,1.0566666666666666
"(15000, 15300]",15150.5,1.24
"(15300, 15600]",15450.5,1.0833333333333333
"(15600, 15900]",15750.5,1.8266666666666667
"(15900, 16200]",16050.5,0.9833333333333333
"(16200, 16500]",16350.5,1.87
"(16500, 16800]",16650.5,1.04
"(16800, 17100]",16950.5,1.6966666666666668
"(17100, 17400]",17250.5,1.0833333333333333
"(17400, 17700]",17550.5,1.38
"(17700, 18000]",17850.5,1.01
"(18000, 18300]",18150.5,9.77
"(18300, 18600]",18450.5,1.0933333333333333
"(18600, 18900]",18750.5,1.17
"(18900, 19200]",19050.5,1.3533333333333333
"(19200, 19500]",19350.5,1.59
"(19500, 19800]",19650.5,0.9266666666666666
"(19800, 20100]",19950.5,2.02
"(20100, 20400]",20250.5,1.3266666666666667
"(20400, 20700]",20550.5,1.31
"(20700, 21000]",20850.5,1.1966666666666668
"(21000, 21300]",21150.5,1.1733333333333333
"(21300, 21600]",21450.5,1.1066666666666667
"(21600, 21900]",21750.5,5.926666666666667
"(21900, 22200]",22050.5,1.16
"(22200, 22500]",22350.5,1.0433333333333332
"(22500, 22800]",22650.5,1.1133333333333333
"(22800, 23100]",22950.5,1.36
"(23100, 23400]",23250.5,0.8466666666666667
"(23400, 23700]",23550.5,1.8233333333333333
"(23700, 24000]",23850.5,1.2933333333333332
"(24000, 24300]",24150.5,1.2633333333333334
"(24300, 24600]",24450.5,0.96
"(24600, 24900]",24750.5,0.9666666666666667
"(24900, 25200]",25050.5,0.9466666666666667
"(25200, 25500]",25350.5,3.4833333333333334
"(25500, 25800]",25650.5,0.5533333333333333
"(25800, 26100]",25950.5,0.6233333333333333
"(26100, 26400]",26250.5,0.6033333333333334
"(26400, 26700]",26550.5,0.8933333333333333
"(26700, 27000]",26850.5,0.47333333333333333
"(27000, 27300]",27150.5,0.9533333333333334
"(27300, 27600]",27450.5,0.67
"(27600, 27900]",27750.5,0.73
"(27900, 28200]",28050.5,0.6233333333333333
"(28200, 28500]",28350.5,0.59
"(28500, 28800]",28650.5,0.6133333333333333
"(28800, 29100]",28950.5,9.033333333333333
"(29100, 29400]",29250.5,2.7666666666666666
"(29400, 29700]",29550.5,1.6066666666666667
"(29700, 30000]",29850.5,1.3833333333333333
"(30000, 30300]",30150.5,2.033333333333333
"(30300, 30600]",30450.5,1.6033333333333333
"(30600, 30900]",30750.5,1.87
"(30900, 31200]",31050.5,1.3433333333333333
"(31200, 31500]",31350.5,3.5166666666666666
"(31500, 31800]",31650.5,1.7833333333333334
"(31800, 32100]",31950.5,1.8466666666666667
"(32100, 32400]",32250.5,1.3633333333333333
"(32400, 32700]",32550.5,7.333333333333333
"(32700, 33000]",32850.5,1.12
"(33000, 33300]",33150.5,1.0366666666666666
"(33300, 33600]",33450.5,1.9266666666666667
"(33600, 33900]",33750.5,1.2866666666666666
"(33900, 34200]",34050.5,1.17
"(34200, 34500]",34350.5,2.6166666666666667
"(34500, 34800]",34650.5,1.39
"(34800, 35100]",34950.5,1.5366666666666666
"(35100, 35400]",35250.5,2.2666666666666666
"(35400, 35700]",35550.5,1.64
"(35700, 36000]",35850.5,1.3466666666666667
"(36000, 36300]",36150.5,10.186666666666667
"(36300, 36600]",36450.5,2.2066666666666666
"(36600, 36900]",36750.5,2.1766666666666667
"(36900, 37200]",37050.5,2.1233333333333335
"(37200, 37500]",37350.5,2.6066666666666665
"(37500, 37800]",37650.5,1.4133333333333333
"(37800, 38100]",37950.5,5.37
"(38100, 38400]",38250.5,1.4933333333333334
"(38400, 38700]",38550.5,3.2
"(38700, 39000]",38850.5,2.1
"(39000, 39300]",39150.5,2.0833333333333335
"(39300, 39600]",39450.5,1.7466666666666666
"(39600, 39900]",39750.5,10.666666666666666
"(39900, 40200]",40050.5,9.29
"(40200, 40500]",40350.5,13.21
"(40500, 40800]",40650.5,14.9
"(40800, 41100]",40950.5,18.27
"(41100, 41400]",41250.5,17.85333333333333
"(41400, 41700]",41550.5,21.983333333333334
"(41700, 42000]",41850.5,22.30666666666667
"(42000, 42300]",42150.5,26.373333333333335
"(42300, 42600]",42450.5,27.44
"(42600, 42900]",42750.5,29.123333333333335
"(42900, 43200]",43050.5,29.243333333333332
"(43200, 43500]",43350.5,41.77
"(43500, 43800]",43650.5,51.07333333333333
"(43800, 44100]",43950.5,63.74666666666667
"(44100, 44400]",44250.5,74.98333333333333
"(44400, 44700]",44550.5,87.50666666666666
"(44700, 45000]",44850.5,98.39333333333333
"(45000, 45300]",45150.5,111.03333333333333
"(45300, 45600]",45450.5,122.20666666666666
"(45600, 45900]",45750.5,132.60666666666665
"(45900, 46200]",46050.5,142.24
"(46200, 46500]",46350.5,153.99333333333334
"(46500, 46800]",46650.5,164.60666666666665
"(46800, 47100]",46950.5,178.9
"(47100, 47400]",47250.5,180.76
"(47400, 47700]",47550.5,187.09666666666666
"(47700, 48000]",47850.5,194.84
"(48000, 48300]",48150.5,200.17
"(48300, 48600]",48450.5,206.62666666666667
"(48600, 48900]",48750.5,216.59666666666666
"(48900, 49200]",49050.5,222.58
"(49200, 49500]",49350.5,228.86666666666667
"(49500, 49800]",49650.5,236.82333333333332
"(49800, 50100]",49950.5,242.48333333333332
"(50100, 50400]",50250.5,247.45333333333335
"(50400, 50700]",50550.5,249.98333333333332
"(50700, 51000]",50850.5,232.38666666666666
"(51000, 51300]",51150.5,217.61666666666667
"(51300, 51600]",51450.5,204.57666666666665
"(51600, 51900]",51750.5,190.41666666666666
"(51900, 52200]",52050.5,173.42666666666668
"(52200, 52500]",52350.5,160.93333333333334
"(52500, 52800]",52650.5,144.74666666666667
"(52800, 53100]",52950.5,127.86666666666666
"(53100, 53400]",53250.5,114.01
"(53400, 53700]",53550.5,96.79333333333334
"(53700, 54000]",53850.5,80.12333333333333
"(54000, 54300]",54150.5,29.06
