bin,Step Time,Number Waiting
"(0, 900]",450.5,0.78
"(900, 1800]",1350.5,0.11222222222222222
"(1800, 2700]",2250.5,0.21333333333333335
"(2700, 3600]",3150.5,0.09222222222222222
"(3600, 4500]",4050.5,0.7033333333333334
"(4500, 5400]",4950.5,0.17888888888888888
"(5400, 6300]",5850.5,0.25555555555555554
"(6300, 7200]",6750.5,0.16555555555555557
"(7200, 8100]",7650.5,1.7166666666666666
"(8100, 9000]",8550.5,0.9233333333333333
"(9000, 9900]",9450.5,0.9966666666666667
"(9900, 10800]",10350.5,0.8066666666666666
"(10800, 11700]",11250.5,2.5255555555555556
"(11700, 12600]",12150.5,1.3055555555555556
"(12600, 13500]",13050.5,1.4855555555555555
"(13500, 14400]",13950.5,1.1033333333333333
"(14400, 15300]",14850.5,2.6422222222222222
"(15300, 16200]",15750.5,1.3233333333333333
"(16200, 17100]",16650.5,1.5066666666666666
"(17100, 18000]",17550.5,1.1033333333333333
"(18000, 18900]",18450.5,3.85
"(18900, 19800]",19350.5,1.3122222222222222
"(19800, 20700]",20250.5,1.568888888888889
"(20700, 21600]",21150.5,1.19
"(21600, 22500]",22050.5,2.83
"(22500, 23400]",22950.5,1.1166666666666667
"(23400, 24300]",23850.5,1.5033333333333334
"(24300, 25200]",24750.5,0.9888888888888889
"(25200, 26100]",25650.5,1.551111111111111
"(26100, 27000]",26550.5,0.6522222222222223
"(27000, 27900]",27450.5,0.7855555555555556
"(27900, 28800]",28350.5,0.6022222222222222
"(28800, 29700]",29250.5,5.626666666666667
"(29700, 30600]",30150.5,1.8922222222222222
"(30600, 31500]",31050.5,2.017777777777778
"(31500, 32400]",31950.5,1.548888888888889
"(32400, 33300]",32850.5,3.256666666666667
"(33300, 34200]",33750.5,1.4677777777777778
"(34200, 35100]",34650.5,1.7633333333333334
"(35100, 36000]",35550.5,1.68
"(36000, 36900]",36450.5,4.447777777777778
"(36900, 37800]",37350.5,2.132222222222222
"(37800, 38700]",38250.5,3.0455555555555556
"(38700, 39600]",39150.5,1.85
"(39600, 40500]",40050.5,10.017777777777777
"(40500, 41400]",40950.5,15.44
"(41400, 42300]",41850.5,21.524444444444445
"(42300, 43200]",42750.5,25.47888888888889
"(43200, 44100]",43650.5,50.223333333333336
"(44100, 45000]",44550.5,80.83444444444444
"(45000, 45900]",45450.5,113.64
"(45900, 46800]",46350.5,144.63888888888889
"(46800, 47700]",47250.5,168.29666666666665
"(47700, 48600]",48150.5,187.06222222222223
"(48600, 49500]",49050.5,209.65333333333334
"(49500, 50400]",49950.5,225.69333333333333
"(50400, 51300]",50850.5,216.51777777777778
"(51300, 52200]",51750.5,173.36444444444444
"(52200, 53100]",52650.5,126.86888888888889
"(53100, 54000]",53550.5,78.7388888888889
