bin,Step Time,Average Relative Speed
"(24000, 24300]",24150.5,0.3585333333333333
"(24300, 24600]",24450.5,0.37060000000000004
"(24600, 24900]",24750.5,0.3565333333333333
"(24900, 25200]",25050.5,0.3597666666666667
"(25200, 25500]",25350.5,0.3573
"(25500, 25800]",25650.5,0.3657666666666667
"(25800, 26100]",25950.5,0.37043333333333334
"(26100, 26400]",26250.5,0.3475
"(26400, 26700]",26550.5,0.3559666666666667
"(26700, 27000]",26850.5,0.36329999999999996
"(27000, 27300]",27150.5,0.35760000000000003
"(27300, 27600]",27450.5,0.34686666666666666
"(27600, 27900]",27750.5,0.3433
"(27900, 28200]",28050.5,0.3431
"(28200, 28500]",28350.5,0.3703666666666667
"(28500, 28800]",28650.5,0.35109999999999997
"(28800, 29100]",28950.5,0.3237
"(29100, 29400]",29250.5,0.3383
"(29400, 29700]",29550.5,0.34873333333333334
"(29700, 30000]",29850.5,0.34906666666666664
"(30000, 30300]",30150.5,0.33916666666666667
"(30300, 30600]",30450.5,0.3543
"(30600, 30900]",30750.5,0.3408333333333333
"(30900, 31200]",31050.5,0.3419666666666667
"(31200, 31500]",31350.5,0.3363333333333334
"(31500, 31800]",31650.5,0.3473
"(31800, 32100]",31950.5,0.34603333333333336
"(32100, 32400]",32250.5,0.3484333333333333
"(32400, 32700]",32550.5,0.3355333333333333
"(32700, 33000]",32850.5,0.34236666666666665
"(33000, 33300]",33150.5,0.34976666666666667
"(33300, 33600]",33450.5,0.33690000000000003
"(33600, 33900]",33750.5,0.3453
"(33900, 34200]",34050.5,0.3475
"(34200, 34500]",34350.5,0.3419666666666667
"(34500, 34800]",34650.5,0.3353
"(34800, 35100]",34950.5,0.34393333333333337
"(35100, 35400]",35250.5,0.34636666666666666
"(35400, 35700]",35550.5,0.3489333333333334
"(35700, 36000]",35850.5,0.34576666666666667
"(36000, 36300]",36150.5,0.331
"(36300, 36600]",36450.5,0.3484
"(36600, 36900]",36750.5,0.34546666666666664
"(36900, 37200]",37050.5,0.34463333333333335
"(37200, 37500]",37350.5,0.3407
"(37500, 37800]",37650.5,0.34713333333333335
"(37800, 38100]",37950.5,0.34426666666666667
"(38100, 38400]",38250.5,0.35423333333333334
"(38400, 38700]",38550.5,0.3389
"(38700, 39000]",38850.5,0.35
"(39000, 39300]",39150.5,0.34906666666666664
"(39300, 39600]",39450.5,0.3503
"(39600, 39900]",39750.5,0.34099999999999997
"(39900, 40200]",40050.5,0.3451
"(40200, 40500]",40350.5,0.3518
"(40500, 40800]",40650.5,0.34536666666666666
"(40800, 41100]",40950.5,0.3541666666666667
"(41100, 41400]",41250.5,0.3593
"(41400, 41700]",41550.5,0.3419666666666667
"(41700, 42000]",41850.5,0.35363333333333336
"(42000, 42300]",42150.5,0.347
"(42300, 42600]",42450.5,0.3526
"(42600, 42900]",42750.5,0.3541333333333333
"(42900, 43200]",43050.5,0.3471666666666667
"(43200, 43500]",43350.5,0.33849999999999997
"(43500, 43800]",43650.5,0.3433
"(43800, 44100]",43950.5,0.34036666666666665
"(44100, 44400]",44250.5,0.33116666666666666
"(44400, 44700]",44550.5,0.3438
"(44700, 45000]",44850.5,0.35073333333333334
"(45000, 45300]",45150.5,0.339
"(45300, 45600]",45450.5,0.33216666666666667
"(45600, 45900]",45750.5,0.34243333333333337
"(45900, 46200]",46050.5,0.33593333333333336
"(46200, 46500]",46350.5,0.3434666666666667
"(46500, 46800]",46650.5,0.34540000000000004
"(46800, 47100]",46950.5,0.3443
"(47100, 47400]",47250.5,0.3353
"(47400, 47700]",47550.5,0.3520666666666667
"(47700, 48000]",47850.5,0.3415
"(48000, 48300]",48150.5,0.3479333333333333
"(48300, 48600]",48450.5,0.34743333333333337
"(48600, 48900]",48750.5,0.33573333333333333
"(48900, 49200]",49050.5,0.3495333333333333
"(49200, 49500]",49350.5,0.3408666666666667
"(49500, 49800]",49650.5,0.3480333333333333
"(49800, 50100]",49950.5,0.33973333333333333
"(50100, 50400]",50250.5,0.3410666666666667
"(50400, 50700]",50550.5,0.3453333333333333
"(50700, 51000]",50850.5,0.33513333333333334
"(51000, 51300]",51150.5,0.34180000000000005
"(51300, 51600]",51450.5,0.34209999999999996
"(51600, 51900]",51750.5,0.34973333333333334
"(51900, 52200]",52050.5,0.3570666666666667
"(52200, 52500]",52350.5,0.33593333333333336
"(52500, 52800]",52650.5,0.33753333333333335
"(52800, 53100]",52950.5,0.3367
"(53100, 53400]",53250.5,0.33103333333333335
"(53400, 53700]",53550.5,0.34396666666666664
"(53700, 54000]",53850.5,0.3268333333333333
"(54000, 54300]",54150.5,0.33949999999999997
