bin,Step Time,Average Relative Speed
"(0, 900]",450.5,0.4415666666666667
"(900, 1800]",1350.5,0.4290333333333333
"(1800, 2700]",2250.5,0.4285111111111111
"(2700, 3600]",3150.5,0.44914444444444446
"(3600, 4500]",4050.5,0.4204666666666667
"(4500, 5400]",4950.5,0.4346
"(5400, 6300]",5850.5,0.4241222222222222
"(6300, 7200]",6750.5,0.42034444444444446
"(7200, 8100]",7650.5,0.37814444444444445
"(8100, 9000]",8550.5,0.3793222222222222
"(9000, 9900]",9450.5,0.38805555555555554
"(9900, 10800]",10350.5,0.38432222222222223
"(10800, 11700]",11250.5,0.3617444444444444
"(11700, 12600]",12150.5,0.36785555555555555
"(12600, 13500]",13050.5,0.36926666666666663
"(13500, 14400]",13950.5,0.3695777777777778
"(14400, 15300]",14850.5,0.3678666666666667
"(15300, 16200]",15750.5,0.3722666666666667
"(16200, 17100]",16650.5,0.3708777777777778
"(17100, 18000]",17550.5,0.3727666666666667
"(18000, 18900]",18450.5,0.3684111111111111
"(18900, 19800]",19350.5,0.3720555555555556
"(19800, 20700]",20250.5,0.37647777777777774
"(20700, 21600]",21150.5,0.37115555555555557
"(21600, 22500]",22050.5,0.37077777777777776
"(22500, 23400]",22950.5,0.37189999999999995
"(23400, 24300]",23850.5,0.3677888888888889
"(24300, 25200]",24750.5,0.37312222222222224
"(25200, 26100]",25650.5,0.36602222222222225
"(26100, 27000]",26550.5,0.3743111111111111
"(27000, 27900]",27450.5,0.3748888888888889
"(27900, 28800]",28350.5,0.37191111111111114
"(28800, 29700]",29250.5,0.3474333333333333
"(29700, 30600]",30150.5,0.35216666666666663
"(30600, 31500]",31050.5,0.3499555555555555
"(31500, 32400]",31950.5,0.3563555555555556
"(32400, 33300]",32850.5,0.3576777777777778
"(33300, 34200]",33750.5,0.3539777777777778
"(34200, 35100]",34650.5,0.35763333333333336
"(35100, 36000]",35550.5,0.3514777777777778
"(36000, 36900]",36450.5,0.34950000000000003
"(36900, 37800]",37350.5,0.35383333333333333
"(37800, 38700]",38250.5,0.35131111111111113
"(38700, 39600]",39150.5,0.3618333333333333
"(39600, 40500]",40050.5,0.3606888888888889
"(40500, 41400]",40950.5,0.3612444444444444
"(41400, 42300]",41850.5,0.36381111111111114
"(42300, 43200]",42750.5,0.35763333333333336
"(43200, 44100]",43650.5,0.35725555555555555
"(44100, 45000]",44550.5,0.3527666666666667
"(45000, 45900]",45450.5,0.35583333333333333
"(45900, 46800]",46350.5,0.3533
"(46800, 47700]",47250.5,0.3489555555555556
"(47700, 48600]",48150.5,0.35483333333333333
"(48600, 49500]",49050.5,0.3488444444444444
"(49500, 50400]",49950.5,0.35119999999999996
"(50400, 51300]",50850.5,0.35485555555555554
"(51300, 52200]",51750.5,0.34721111111111114
"(52200, 53100]",52650.5,0.35409999999999997
"(53100, 54000]",53550.5,0.35054444444444444
