bin,Step Time,Average Waiting Time
"(0, 900]",450.5,8.824733333333334
"(900, 1800]",1350.5,3.9855111111111112
"(1800, 2700]",2250.5,3.1676888888888888
"(2700, 3600]",3150.5,2.6695444444444445
"(3600, 4500]",4050.5,2.9490666666666665
"(4500, 5400]",4950.5,2.5483777777777776
"(5400, 6300]",5850.5,2.3553666666666664
"(6300, 7200]",6750.5,2.187677777777778
"(7200, 8100]",7650.5,2.5580888888888893
"(8100, 9000]",8550.5,2.542611111111111
"(9000, 9900]",9450.5,2.5654444444444446
"(9900, 10800]",10350.5,2.5532666666666666
"(10800, 11700]",11250.5,2.801311111111111
"(11700, 12600]",12150.5,2.7771666666666666
"(12600, 13500]",13050.5,2.781877777777778
"(13500, 14400]",13950.5,2.7608777777777775
"(14400, 15300]",14850.5,2.905944444444444
"(15300, 16200]",15750.5,2.890522222222222
"(16200, 17100]",16650.5,2.890222222222222
"(17100, 18000]",17550.5,2.8617000000000004
"(18000, 18900]",18450.5,3.0556444444444444
"(18900, 19800]",19350.5,3.0516444444444444
"(19800, 20700]",20250.5,3.0483333333333333
"(20700, 21600]",21150.5,3.0234666666666667
"(21600, 22500]",22050.5,3.1084444444444443
"(22500, 23400]",22950.5,3.0845222222222226
"(23400, 24300]",23850.5,3.0674555555555556
"(24300, 25200]",24750.5,3.0414888888888885
"(25200, 26100]",25650.5,3.058822222222222
"(26100, 27000]",26550.5,3.0277333333333334
"(27000, 27900]",27450.5,3.0013777777777775
"(27900, 28800]",28350.5,2.9726222222222223
"(28800, 29700]",29250.5,3.1162444444444444
"(29700, 30600]",30150.5,3.172722222222222
"(30600, 31500]",31050.5,3.1774
"(31500, 32400]",31950.5,3.1806555555555556
"(32400, 33300]",32850.5,3.2550222222222223
"(33300, 34200]",33750.5,3.2520444444444445
"(34200, 35100]",34650.5,3.2519
"(35100, 36000]",35550.5,3.2529000000000003
"(36000, 36900]",36450.5,3.3392999999999997
"(36900, 37800]",37350.5,3.359288888888889
"(37800, 38700]",38250.5,3.391977777777778
"(38700, 39600]",39150.5,3.4000111111111107
"(39600, 40500]",40050.5,3.5440111111111112
"(40500, 41400]",40950.5,3.8998222222222223
"(41400, 42300]",41850.5,4.4584
"(42300, 43200]",42750.5,5.1492555555555555
"(43200, 44100]",43650.5,6.127777777777778
"(44100, 45000]",44550.5,7.8895333333333335
"(45000, 45900]",45450.5,10.457144444444445
"(45900, 46800]",46350.5,13.810566666666666
"(46800, 47700]",47250.5,17.861566666666665
"(47700, 48600]",48150.5,22.351177777777778
"(48600, 49500]",49050.5,27.22992222222222
"(49500, 50400]",49950.5,32.54188888888889
"(50400, 51300]",50850.5,38.12817777777778
"(51300, 52200]",51750.5,43.73798888888889
"(52200, 53100]",52650.5,48.16578888888889
"(53100, 54000]",53550.5,50.87761111111111
