bin,Step Time,Average Travel Time
"(0, 600]",300.5,46.430416666666666
"(600, 1200]",900.5,50.5769
"(1200, 1800]",1500.5,50.63745
"(1800, 2400]",2100.5,51.15251666666666
"(2400, 3000]",2700.5,51.02955
"(3000, 3600]",3300.5,50.82038333333333
"(3600, 4200]",3900.5,51.33188333333334
"(4200, 4800]",4500.5,51.340383333333335
"(4800, 5400]",5100.5,51.41631666666667
"(5400, 6000]",5700.5,51.59511666666667
"(6000, 6600]",6300.5,51.68841666666667
"(6600, 7200]",6900.5,51.789433333333335
"(7200, 7800]",7500.5,52.24048333333334
"(7800, 8400]",8100.5,52.91153333333333
"(8400, 9000]",8700.5,53.44736666666667
"(9000, 9600]",9300.5,53.80273333333333
"(9600, 10200]",9900.5,54.13766666666666
"(10200, 10800]",10500.5,54.38373333333334
"(10800, 11400]",11100.5,54.70603333333334
"(11400, 12000]",11700.5,54.939566666666664
"(12000, 12600]",12300.5,55.10743333333333
"(12600, 13200]",12900.5,55.30479999999999
"(13200, 13800]",13500.5,55.47606666666667
"(13800, 14400]",14100.5,55.66041666666667
"(14400, 15000]",14700.5,55.844766666666665
"(15000, 15600]",15300.5,56.09408333333333
"(15600, 16200]",15900.5,56.262100000000004
"(16200, 16800]",16500.5,56.41911666666667
"(16800, 17400]",17100.5,56.50918333333334
"(17400, 18000]",17700.5,56.59845
"(18000, 18600]",18300.5,56.66256666666667
"(18600, 19200]",18900.5,56.643950000000004
"(19200, 19800]",19500.5,56.60488333333333
"(19800, 20400]",20100.5,56.54525
"(20400, 21000]",20700.5,56.47776666666666
"(21000, 21600]",21300.5,56.47376666666667
"(21600, 22200]",21900.5,56.52163333333334
"(22200, 22800]",22500.5,56.543299999999995
"(22800, 23400]",23100.5,56.547883333333324
"(23400, 24000]",23700.5,56.54065
"(24000, 24600]",24300.5,56.510200000000005
"(24600, 25200]",24900.5,56.50071666666667
"(25200, 25800]",25500.5,56.43355
"(25800, 26400]",26100.5,56.31823333333334
"(26400, 27000]",26700.5,56.2019
"(27000, 27600]",27300.5,56.11273333333333
"(27600, 28200]",27900.5,56.01486666666666
"(28200, 28800]",28500.5,55.92426666666666
"(28800, 29400]",29100.5,55.88496666666667
"(29400, 30000]",29700.5,55.88063333333333
"(30000, 30600]",30300.5,55.833066666666674
"(30600, 31200]",30900.5,55.78535
"(31200, 31800]",31500.5,55.75358333333334
"(31800, 32400]",32100.5,55.72716666666666
"(32400, 33000]",32700.5,55.71623333333333
"(33000, 33600]",33300.5,55.696349999999995
"(33600, 34200]",33900.5,55.682716666666664
"(34200, 34800]",34500.5,55.66481666666667
"(34800, 35400]",35100.5,55.642266666666664
"(35400, 36000]",35700.5,55.64815
"(36000, 36600]",36300.5,55.64746666666666
"(36600, 37200]",36900.5,55.62598333333333
"(37200, 37800]",37500.5,55.61966666666666
"(37800, 38400]",38100.5,55.612316666666665
"(38400, 39000]",38700.5,55.601083333333335
"(39000, 39600]",39300.5,55.594383333333326
"(39600, 40200]",39900.5,55.60171666666667
"(40200, 40800]",40500.5,55.59271666666666
"(40800, 41400]",41100.5,55.566766666666666
"(41400, 42000]",41700.5,55.53871666666667
"(42000, 42600]",42300.5,55.504799999999996
"(42600, 43200]",42900.5,55.47063333333333
"(43200, 43800]",43500.5,55.451800000000006
"(43800, 44400]",44100.5,55.420183333333334
"(44400, 45000]",44700.5,55.40148333333333
"(45000, 45600]",45300.5,55.385533333333335
"(45600, 46200]",45900.5,55.37313333333333
"(46200, 46800]",46500.5,55.36466666666666
"(46800, 47400]",47100.5,55.34565
"(47400, 48000]",47700.5,55.319366666666674
"(48000, 48600]",48300.5,55.299166666666665
"(48600, 49200]",48900.5,55.27191666666667
"(49200, 49800]",49500.5,55.23188333333333
"(49800, 50400]",50100.5,55.20418333333334
"(50400, 51000]",50700.5,55.15636666666666
"(51000, 51600]",51300.5,55.10333333333333
"(51600, 52200]",51900.5,55.05536666666667
"(52200, 52800]",52500.5,54.99255
"(52800, 53400]",53100.5,54.94471666666667
"(53400, 54000]",53700.5,54.89041666666667
