bin,Step Time,Average Speed
"(0, 300]",150.5,9.904
"(300, 600]",450.5,10.933333333333334
"(600, 900]",750.5,11.635100000000001
"(900, 1200]",1050.5,10.8137
"(1200, 1500]",1350.5,11.658166666666666
"(1500, 1800]",1650.5,11.687899999999999
"(1800, 2100]",1950.5,10.834733333333334
"(2100, 2400]",2250.5,11.434433333333333
"(2400, 2700]",2550.5,10.0023
"(2700, 3000]",2850.5,10.295766666666667
"(3000, 3300]",3150.5,10.701166666666666
"(3300, 3600]",3450.5,9.8373
"(3600, 3900]",3750.5,9.8984
"(3900, 4200]",4050.5,10.730466666666667
"(4200, 4500]",4350.5,10.838866666666666
"(4500, 4800]",4650.5,9.772133333333333
"(4800, 5100]",4950.5,10.2963
"(5100, 5400]",5250.5,10.227766666666666
"(5400, 5700]",5550.5,11.042633333333333
"(5700, 6000]",5850.5,10.348833333333333
"(6000, 6300]",6150.5,10.627366666666667
"(6300, 6600]",6450.5,10.016566666666666
"(6600, 6900]",6750.5,10.854533333333334
"(6900, 7200]",7050.5,10.755966666666666
"(7200, 7500]",7350.5,9.374833333333333
"(7500, 7800]",7650.5,9.713333333333333
"(7800, 8100]",7950.5,9.7272
"(8100, 8400]",8250.5,10.188633333333334
"(8400, 8700]",8550.5,9.5257
"(8700, 9000]",8850.5,10.069666666666667
"(9000, 9300]",9150.5,9.559333333333335
"(9300, 9600]",9450.5,9.933133333333334
"(9600, 9900]",9750.5,9.890033333333333
"(9900, 10200]",10050.5,9.661233333333334
"(10200, 10500]",10350.5,9.83
"(10500, 10800]",10650.5,9.8003
"(10800, 11100]",10950.5,9.633033333333334
"(11100, 11400]",11250.5,9.587
"(11400, 11700]",11550.5,9.600966666666666
"(11700, 12000]",11850.5,9.546666666666667
"(12000, 12300]",12150.5,9.426
"(12300, 12600]",12450.5,9.763366666666666
"(12600, 12900]",12750.5,9.783733333333332
"(12900, 13200]",13050.5,9.5029
"(13200, 13500]",13350.5,9.643233333333333
"(13500, 13800]",13650.5,9.5941
"(13800, 14100]",13950.5,9.855966666666667
"(14100, 14400]",14250.5,9.8841
"(14400, 14700]",14550.5,9.345966666666667
"(14700, 15000]",14850.5,9.806933333333333
"(15000, 15300]",15150.5,9.678733333333334
"(15300, 15600]",15450.5,9.696133333333334
"(15600, 15900]",15750.5,9.381533333333334
"(15900, 16200]",16050.5,9.793966666666666
"(16200, 16500]",16350.5,9.498866666666666
"(16500, 16800]",16650.5,9.686166666666667
"(16800, 17100]",16950.5,9.5675
"(17100, 17400]",17250.5,9.507366666666666
"(17400, 17700]",17550.5,9.612166666666667
"(17700, 18000]",17850.5,9.711266666666667
"(18000, 18300]",18150.5,9.6059
"(18300, 18600]",18450.5,9.652600000000001
"(18600, 18900]",18750.5,10.229033333333334
"(18900, 19200]",19050.5,9.492866666666668
"(19200, 19500]",19350.5,9.819866666666666
"(19500, 19800]",19650.5,9.560466666666667
"(19800, 20100]",19950.5,9.895199999999999
"(20100, 20400]",20250.5,9.647066666666666
"(20400, 20700]",20550.5,9.740633333333333
"(20700, 21000]",20850.5,9.477433333333334
"(21000, 21300]",21150.5,9.616166666666667
"(21300, 21600]",21450.5,9.901733333333333
"(21600, 21900]",21750.5,9.417233333333334
"(21900, 22200]",22050.5,9.924433333333333
"(22200, 22500]",22350.5,9.578133333333334
"(22500, 22800]",22650.5,9.964833333333333
"(22800, 23100]",22950.5,9.621666666666666
"(23100, 23400]",23250.5,9.820033333333335
"(23400, 23700]",23550.5,9.662533333333334
"(23700, 24000]",23850.5,10.070533333333334
"(24000, 24300]",24150.5,9.724566666666666
"(24300, 24600]",24450.5,10.0377
"(24600, 24900]",24750.5,9.665933333333333
"(24900, 25200]",25050.5,9.748733333333332
"(25200, 25500]",25350.5,9.626466666666667
"(25500, 25800]",25650.5,9.846533333333333
"(25800, 26100]",25950.5,9.969466666666667
"(26100, 26400]",26250.5,9.354933333333333
"(26400, 26700]",26550.5,9.570300000000001
"(26700, 27000]",26850.5,9.786066666666667
"(27000, 27300]",27150.5,9.5973
"(27300, 27600]",27450.5,9.346833333333334
"(27600, 27900]",27750.5,9.242466666666665
"(27900, 28200]",28050.5,9.229533333333334
"(28200, 28500]",28350.5,9.9618
"(28500, 28800]",28650.5,9.445
"(28800, 29100]",28950.5,8.721566666666666
"(29100, 29400]",29250.5,9.105566666666666
"(29400, 29700]",29550.5,9.405866666666668
"(29700, 30000]",29850.5,9.400633333333333
"(30000, 30300]",30150.5,9.1426
