bin,Step Time,Average Speed
"(30300, 30600]",30450.5,9.531866666666666
"(30600, 30900]",30750.5,9.193033333333332
"(30900, 31200]",31050.5,9.212366666666666
"(31200, 31500]",31350.5,9.065633333333334
"(31500, 31800]",31650.5,9.355166666666667
"(31800, 32100]",31950.5,9.323733333333333
"(32100, 32400]",32250.5,9.396533333333334
"(32400, 32700]",32550.5,9.035933333333334
"(32700, 33000]",32850.5,9.239966666666666
"(33000, 33300]",33150.5,9.433866666666667
"(33300, 33600]",33450.5,9.090766666666667
"(33600, 33900]",33750.5,9.306666666666667
"(33900, 34200]",34050.5,9.393966666666667
"(34200, 34500]",34350.5,9.212266666666666
"(34500, 34800]",34650.5,9.047633333333334
"(34800, 35100]",34950.5,9.273666666666667
"(35100, 35400]",35250.5,9.342233333333333
"(35400, 35700]",35550.5,9.407166666666667
"(35700, 36000]",35850.5,9.3191
"(36000, 36300]",36150.5,8.929966666666665
"(36300, 36600]",36450.5,9.395666666666665
"(36600, 36900]",36750.5,9.327066666666667
"(36900, 37200]",37050.5,9.2858
"(37200, 37500]",37350.5,9.198966666666667
"(37500, 37800]",37650.5,9.353166666666667
"(37800, 38100]",37950.5,9.299233333333333
"(38100, 38400]",38250.5,9.5507
"(38400, 38700]",38550.5,9.134066666666666
"(38700, 39000]",38850.5,9.439933333333334
"(39000, 39300]",39150.5,9.4054
"(39300, 39600]",39450.5,9.460833333333333
"(39600, 39900]",39750.5,9.201666666666666
"(39900, 40200]",40050.5,9.3345
"(40200, 40500]",40350.5,9.494200000000001
"(40500, 40800]",40650.5,9.350933333333334
"(40800, 41100]",40950.5,9.565333333333333
"(41100, 41400]",41250.5,9.717733333333333
"(41400, 41700]",41550.5,9.225766666666667
"(41700, 42000]",41850.5,9.555466666666666
"(42000, 42300]",42150.5,9.383266666666668
"(42300, 42600]",42450.5,9.521033333333333
"(42600, 42900]",42750.5,9.574266666666666
"(42900, 43200]",43050.5,9.371566666666666
"(43200, 43500]",43350.5,9.124433333333332
"(43500, 43800]",43650.5,9.230333333333332
"(43800, 44100]",43950.5,9.169966666666665
"(44100, 44400]",44250.5,8.912933333333333
"(44400, 44700]",44550.5,9.265933333333335
"(44700, 45000]",44850.5,9.4497
"(45000, 45300]",45150.5,9.118233333333333
"(45300, 45600]",45450.5,8.9528
"(45600, 45900]",45750.5,9.217166666666667
"(45900, 46200]",46050.5,9.054833333333333
"(46200, 46500]",46350.5,9.2307
"(46500, 46800]",46650.5,9.323599999999999
"(46800, 47100]",46950.5,9.251633333333332
"(47100, 47400]",47250.5,9.016
"(47400, 47700]",47550.5,9.452233333333334
"(47700, 48000]",47850.5,9.178866666666666
"(48000, 48300]",48150.5,9.336666666666666
"(48300, 48600]",48450.5,9.329233333333333
"(48600, 48900]",48750.5,9.013566666666668
"(48900, 49200]",49050.5,9.392366666666668
"(49200, 49500]",49350.5,9.146766666666668
"(49500, 49800]",49650.5,9.329600000000001
"(49800, 50100]",49950.5,9.130066666666666
"(50100, 50400]",50250.5,9.153166666666666
"(50400, 50700]",50550.5,9.292233333333334
"(50700, 51000]",50850.5,8.964566666666666
"(51000, 51300]",51150.5,9.1724
"(51300, 51600]",51450.5,9.144666666666668
"(51600, 51900]",51750.5,9.353
"(51900, 52200]",52050.5,9.548233333333332
"(52200, 52500]",52350.5,8.9734
"(52500, 52800]",52650.5,9.025233333333334
"(52800, 53100]",52950.5,9.010333333333334
"(53100, 53400]",53250.5,8.8573
"(53400, 53700]",53550.5,9.1793
"(53700, 54000]",53850.5,8.7433
"(54000, 54300]",54150.5,9.070799999999998
