bin,Step Time,Average Waiting Time
"(42300, 42600]",42450.5,4.907933333333333
"(42600, 42900]",42750.5,5.1395
"(42900, 43200]",43050.5,5.400333333333333
"(43200, 43500]",43350.5,5.7016333333333336
"(43500, 43800]",43650.5,6.0917666666666666
"(43800, 44100]",43950.5,6.589933333333334
"(44100, 44400]",44250.5,7.190466666666667
"(44400, 44700]",44550.5,7.8610999999999995
"(44700, 45000]",44850.5,8.617033333333334
"(45000, 45300]",45150.5,9.478333333333333
"(45300, 45600]",45450.5,10.432233333333334
"(45600, 45900]",45750.5,11.460866666666668
"(45900, 46200]",46050.5,12.5801
"(46200, 46500]",46350.5,13.7882
"(46500, 46800]",46650.5,15.063400000000001
"(46800, 47100]",46950.5,16.444166666666668
"(47100, 47400]",47250.5,17.852666666666668
"(47400, 47700]",47550.5,19.287866666666666
"(47700, 48000]",47850.5,20.7895
"(48000, 48300]",48150.5,22.345399999999998
"(48300, 48600]",48450.5,23.918633333333332
"(48600, 48900]",48750.5,25.5375
"(48900, 49200]",49050.5,27.220833333333335
"(49200, 49500]",49350.5,28.931433333333334
"(49500, 49800]",49650.5,30.71353333333333
"(49800, 50100]",49950.5,32.5574
"(50100, 50400]",50250.5,34.354733333333336
"(50400, 50700]",50550.5,36.205400000000004
"(50700, 51000]",50850.5,38.13493333333333
"(51000, 51300]",51150.5,40.044200000000004
"(51300, 51600]",51450.5,41.97996666666666
"(51600, 51900]",51750.5,43.798633333333335
"(51900, 52200]",52050.5,45.43536666666667
"(52200, 52500]",52350.5,46.947
"(52500, 52800]",52650.5,48.2211
"(52800, 53100]",52950.5,49.32926666666667
"(53100, 53400]",53250.5,50.23493333333333
"(53400, 53700]",53550.5,50.935833333333335
"(53700, 54000]",53850.5,51.46206666666667
