bin,Step Time,Average Speed
"(17100, 17400]",17250.5,10.128833333333334
"(17400, 17700]",17550.5,10.071033333333332
"(17700, 18000]",17850.5,10.1621
"(18000, 18300]",18150.5,9.8859
"(18300, 18600]",18450.5,10.0907
"(18600, 18900]",18750.5,9.990366666666667
"(18900, 19200]",19050.5,10.210033333333334
"(19200, 19500]",19350.5,9.914566666666666
"(19500, 19800]",19650.5,10.153233333333333
"(19800, 20100]",19950.5,10.310466666666667
"(20100, 20400]",20250.5,10.137766666666666
"(20400, 20700]",20550.5,10.168266666666666
"(20700, 21000]",20850.5,9.9858
"(21000, 21300]",21150.5,9.930566666666667
"(21300, 21600]",21450.5,10.269233333333334
"(21600, 21900]",21750.5,9.788833333333333
"(21900, 22200]",22050.5,10.187033333333334
"(22200, 22500]",22350.5,10.171833333333334
"(22500, 22800]",22650.5,10.064499999999999
"(22800, 23100]",22950.5,9.962266666666666
"(23100, 23400]",23250.5,10.218533333333333
"(23400, 23700]",23550.5,9.963333333333333
"(23700, 24000]",23850.5,10.065266666666666
"(24000, 24300]",24150.5,9.8976
"(24300, 24600]",24450.5,9.996633333333333
"(24600, 24900]",24750.5,10.357266666666666
"(24900, 25200]",25050.5,9.988266666666666
"(25200, 25500]",25350.5,9.9064
"(25500, 25800]",25650.5,9.8116
"(25800, 26100]",25950.5,9.833933333333333
"(26100, 26400]",26250.5,10.155166666666668
"(26400, 26700]",26550.5,9.954433333333332
"(26700, 27000]",26850.5,10.099200000000002
"(27000, 27300]",27150.5,10.449366666666666
"(27300, 27600]",27450.5,9.860533333333333
"(27600, 27900]",27750.5,9.962
"(27900, 28200]",28050.5,9.8539
"(28200, 28500]",28350.5,10.233833333333333
"(28500, 28800]",28650.5,9.948733333333333
"(28800, 29100]",28950.5,9.274066666666666
"(29100, 29400]",29250.5,9.533166666666666
"(29400, 29700]",29550.5,9.283
"(29700, 30000]",29850.5,9.399899999999999
"(30000, 30300]",30150.5,9.543133333333333
"(30300, 30600]",30450.5,9.525799999999998
"(30600, 30900]",30750.5,9.387
"(30900, 31200]",31050.5,9.513566666666668
"(31200, 31500]",31350.5,9.400533333333334
"(31500, 31800]",31650.5,9.5163
"(31800, 32100]",31950.5,9.551566666666666
"(32100, 32400]",32250.5,9.760633333333333
"(32400, 32700]",32550.5,9.309766666666667
"(32700, 33000]",32850.5,9.8977
"(33000, 33300]",33150.5,9.739600000000001
"(33300, 33600]",33450.5,9.6026
"(33600, 33900]",33750.5,9.445466666666666
"(33900, 34200]",34050.5,9.598666666666666
"(34200, 34500]",34350.5,9.427
"(34500, 34800]",34650.5,9.744533333333333
"(34800, 35100]",34950.5,9.7635
"(35100, 35400]",35250.5,9.328033333333332
"(35400, 35700]",35550.5,9.474166666666667
"(35700, 36000]",35850.5,9.6372
"(36000, 36300]",36150.5,9.103933333333332
"(36300, 36600]",36450.5,9.7662
"(36600, 36900]",36750.5,9.419133333333333
"(36900, 37200]",37050.5,9.6909
"(37200, 37500]",37350.5,9.463833333333334
"(37500, 37800]",37650.5,9.465166666666667
"(37800, 38100]",37950.5,9.290633333333334
"(38100, 38400]",38250.5,9.4545
"(38400, 38700]",38550.5,9.687633333333332
"(38700, 39000]",38850.5,9.729966666666666
"(39000, 39300]",39150.5,9.635766666666667
"(39300, 39600]",39450.5,9.9202
"(39600, 39900]",39750.5,9.762566666666666
"(39900, 40200]",40050.5,9.910733333333333
"(40200, 40500]",40350.5,9.568466666666666
"(40500, 40800]",40650.5,9.998133333333334
"(40800, 41100]",40950.5,9.730366666666667
"(41100, 41400]",41250.5,9.566066666666668
"(41400, 41700]",41550.5,9.891
"(41700, 42000]",41850.5,9.739633333333332
"(42000, 42300]",42150.5,9.860433333333333
"(42300, 42600]",42450.5,9.542633333333333
"(42600, 42900]",42750.5,9.755466666666667
"(42900, 43200]",43050.5,9.706999999999999
"(43200, 43500]",43350.5,9.651666666666667
"(43500, 43800]",43650.5,9.599
"(43800, 44100]",43950.5,9.612966666666667
"(44100, 44400]",44250.5,9.6197
"(44400, 44700]",44550.5,9.153866666666666
"(44700, 45000]",44850.5,9.750966666666667
"(45000, 45300]",45150.5,9.551033333333333
"(45300, 45600]",45450.5,9.484499999999999
"(45600, 45900]",45750.5,9.700733333333332
"(45900, 46200]",46050.5,9.3541
"(46200, 46500]",46350.5,9.6033
"(46500, 46800]",46650.5,9.593766666666667
"(46800, 47100]",46950.5,9.280433333333333
"(47100, 47400]",47250.5,9.3272
"(47400, 47700]",47550.5,9.502666666666668
"(47700, 48000]",47850.5,9.376766666666667
"(48000, 48300]",48150.5,9.588799999999999
"(48300, 48600]",48450.5,9.626766666666667
"(48600, 48900]",48750.5,9.0678
"(48900, 49200]",49050.5,9.6384
"(49200, 49500]",49350.5,9.3866
"(49500, 49800]",49650.5,9.383866666666666
"(49800, 50100]",49950.5,9.399833333333333
"(50100, 50400]",50250.5,9.5253
"(50400, 50700]",50550.5,9.2747
"(50700, 51000]",50850.5,9.631733333333333
"(51000, 51300]",51150.5,9.666166666666667
"(51300, 51600]",51450.5,9.103433333333333
"(51600, 51900]",51750.5,9.204266666666667
"(51900, 52200]",52050.5,9.544633333333334
"(52200, 52500]",52350.5,9.338133333333333
"(52500, 52800]",52650.5,9.516966666666667
"(52800, 53100]",52950.5,9.537666666666667
"(53100, 53400]",53250.5,9.181033333333334
"(53400, 53700]",53550.5,9.583866666666665
"(53700, 54000]",53850.5,9.346866666666667
