bin,Step Time,Average Speed
"(0, 600]",300.5,11.30735
"(600, 1200]",900.5,12.689283333333332
"(1200, 1800]",1500.5,11.324083333333332
"(1800, 2400]",2100.5,11.905416666666667
"(2400, 3000]",2700.5,11.939216666666667
"(3000, 3600]",3300.5,12.146933333333333
"(3600, 4200]",3900.5,11.458583333333333
"(4200, 4800]",4500.5,11.730266666666667
"(4800, 5400]",5100.5,11.594166666666666
"(5400, 6000]",5700.5,11.283616666666667
"(6000, 6600]",6300.5,11.721716666666666
"(6600, 7200]",6900.5,11.362633333333333
"(7200, 7800]",7500.5,10.272450000000001
"(7800, 8400]",8100.5,10.230983333333334
"(8400, 9000]",8700.5,10.314033333333333
"(9000, 9600]",9300.5,10.5391
"(9600, 10200]",9900.5,10.464883333333335
"(10200, 10800]",10500.5,10.436083333333332
"(10800, 11400]",11100.5,9.828816666666667
"(11400, 12000]",11700.5,9.907316666666667
"(12000, 12600]",12300.5,9.924233333333333
"(12600, 13200]",12900.5,9.923116666666667
"(13200, 13800]",13500.5,10.154683333333335
"(13800, 14400]",14100.5,9.973033333333333
"(14400, 15000]",14700.5,10.027600000000001
"(15000, 15600]",15300.5,10.027216666666666
"(15600, 16200]",15900.5,10.09615
"(16200, 16800]",16500.5,10.059733333333334
"(16800, 17400]",17100.5,10.116016666666667
"(17400, 18000]",17700.5,10.116566666666666
"(18000, 18600]",18300.5,9.988299999999999
"(18600, 19200]",18900.5,10.1002
"(19200, 19800]",19500.5,10.033900000000001
"(19800, 20400]",20100.5,10.224116666666667
"(20400, 21000]",20700.5,10.077033333333334
"(21000, 21600]",21300.5,10.0999
"(21600, 22200]",21900.5,9.987933333333334
"(22200, 22800]",22500.5,10.118166666666665
"(22800, 23400]",23100.5,10.090399999999999
"(23400, 24000]",23700.5,10.0143
"(24000, 24600]",24300.5,9.947116666666668
"(24600, 25200]",24900.5,10.172766666666666
"(25200, 25800]",25500.5,9.859
"(25800, 26400]",26100.5,9.994549999999998
"(26400, 27000]",26700.5,10.026816666666667
"(27000, 27600]",27300.5,10.154950000000001
"(27600, 28200]",27900.5,9.907950000000001
"(28200, 28800]",28500.5,10.091283333333335
"(28800, 29400]",29100.5,9.403616666666666
"(29400, 30000]",29700.5,9.34145
"(30000, 30600]",30300.5,9.534466666666667
"(30600, 31200]",30900.5,9.450283333333333
"(31200, 31800]",31500.5,9.458416666666666
"(31800, 32400]",32100.5,9.6561
"(32400, 33000]",32700.5,9.603733333333333
"(33000, 33600]",33300.5,9.6711
"(33600, 34200]",33900.5,9.522066666666666
"(34200, 34800]",34500.5,9.585766666666666
"(34800, 35400]",35100.5,9.545766666666667
"(35400, 36000]",35700.5,9.555683333333333
"(36000, 36600]",36300.5,9.435066666666666
"(36600, 37200]",36900.5,9.555016666666667
"(37200, 37800]",37500.5,9.4645
"(37800, 38400]",38100.5,9.372566666666666
"(38400, 39000]",38700.5,9.7088
"(39000, 39600]",39300.5,9.777983333333333
"(39600, 40200]",39900.5,9.836649999999999
"(40200, 40800]",40500.5,9.783299999999999
"(40800, 41400]",41100.5,9.648216666666666
"(41400, 42000]",41700.5,9.815316666666666
"(42000, 42600]",42300.5,9.701533333333334
"(42600, 43200]",42900.5,9.731233333333334
"(43200, 43800]",43500.5,9.625333333333334
"(43800, 44400]",44100.5,9.616333333333333
"(44400, 45000]",44700.5,9.452416666666666
"(45000, 45600]",45300.5,9.517766666666667
"(45600, 46200]",45900.5,9.527416666666666
"(46200, 46800]",46500.5,9.598533333333334
"(46800, 47400]",47100.5,9.303816666666666
"(47400, 48000]",47700.5,9.439716666666667
"(48000, 48600]",48300.5,9.607783333333334
"(48600, 49200]",48900.5,9.3531
"(49200, 49800]",49500.5,9.385233333333334
"(49800, 50400]",50100.5,9.462566666666667
"(50400, 51000]",50700.5,9.453216666666668
"(51000, 51600]",51300.5,9.3848
"(51600, 52200]",51900.5,9.37445
"(52200, 52800]",52500.5,9.42755
"(52800, 53400]",53100.5,9.35935
"(53400, 54000]",53700.5,9.465366666666666
