bin,Step Time,Average Waiting Time
"(12900, 13200]",13050.5,2.7608333333333333
"(13200, 13500]",13350.5,2.760133333333333
"(13500, 13800]",13650.5,2.7579
"(13800, 14100]",13950.5,2.7453000000000003
"(14100, 14400]",14250.5,2.733433333333333
"(14400, 14700]",14550.5,2.8817
"(14700, 15000]",14850.5,2.8862666666666668
"(15000, 15300]",15150.5,2.8766333333333334
"(15300, 15600]",15450.5,2.858433333333333
"(15600, 15900]",15750.5,2.8681666666666668
"(15900, 16200]",16050.5,2.8554999999999997
"(16200, 16500]",16350.5,2.8644000000000003
"(16500, 16800]",16650.5,2.8542666666666667
"(16800, 17100]",16950.5,2.86
"(17100, 17400]",17250.5,2.8487
"(17400, 17700]",17550.5,2.8457333333333334
"(17700, 18000]",17850.5,2.8308
"(18000, 18300]",18150.5,3.0182333333333333
"(18300, 18600]",18450.5,3.078666666666667
"(18600, 18900]",18750.5,3.0649
"(18900, 19200]",19050.5,3.0574666666666666
"(19200, 19500]",19350.5,3.050533333333333
"(19500, 19800]",19650.5,3.0442666666666667
"(19800, 20100]",19950.5,3.0516666666666667
"(20100, 20400]",20250.5,3.0412666666666666
"(20400, 20700]",20550.5,3.0383666666666667
"(20700, 21000]",20850.5,3.0277
"(21000, 21300]",21150.5,3.018266666666667
"(21300, 21600]",21450.5,3.0054333333333334
"(21600, 21900]",21750.5,3.094
"(21900, 22200]",22050.5,3.1016333333333335
"(22200, 22500]",22350.5,3.089933333333333
"(22500, 22800]",22650.5,3.0767666666666664
"(22800, 23100]",22950.5,3.07
"(23100, 23400]",23250.5,3.057933333333333
"(23400, 23700]",23550.5,3.061433333333333
"(23700, 24000]",23850.5,3.05
"(24000, 24300]",24150.5,3.0465
"(24300, 24600]",24450.5,3.0372999999999997
"(24600, 24900]",24750.5,3.026
"(24900, 25200]",25050.5,3.013666666666667
"(25200, 25500]",25350.5,3.051266666666667
"(25500, 25800]",25650.5,3.0436
"(25800, 26100]",25950.5,3.0313666666666665
"(26100, 26400]",26250.5,3.019066666666667
"(26400, 26700]",26550.5,3.0109999999999997
"(26700, 27000]",26850.5,3.001433333333333
"(27000, 27300]",27150.5,2.995
"(27300, 27600]",27450.5,2.9836
"(27600, 27900]",27750.5,2.9764333333333335
"(27900, 28200]",28050.5,2.9669000000000003
"(28200, 28500]",28350.5,2.9564333333333335
"(28500, 28800]",28650.5,2.946766666666667
"(28800, 29100]",28950.5,3.0280666666666667
"(29100, 29400]",29250.5,3.0861666666666667
"(29400, 29700]",29550.5,3.09
"(29700, 30000]",29850.5,3.09
"(30000, 30300]",30150.5,3.0955999999999997
"(30300, 30600]",30450.5,3.09
"(30600, 30900]",30750.5,3.0981
"(30900, 31200]",31050.5,3.09
"(31200, 31500]",31350.5,3.1079
"(31500, 31800]",31650.5,3.12
"(31800, 32100]",31950.5,3.12
"(32100, 32400]",32250.5,3.1199666666666666
"(32400, 32700]",32550.5,3.1848
"(32700, 33000]",32850.5,3.2
"(33000, 33300]",33150.5,3.1915333333333336
"(33300, 33600]",33450.5,3.190633333333333
"(33600, 33900]",33750.5,3.19
"(33900, 34200]",34050.5,3.182266666666667
"(34200, 34500]",34350.5,3.1971333333333334
"(34500, 34800]",34650.5,3.195666666666667
"(34800, 35100]",34950.5,3.19
"(35100, 35400]",35250.5,3.1993333333333336
"(35400, 35700]",35550.5,3.2
"(35700, 36000]",35850.5,3.2
"(36000, 36300]",36150.5,3.2727
"(36300, 36600]",36450.5,3.3149333333333333
"(36600, 36900]",36750.5,3.3154333333333335
"(36900, 37200]",37050.5,3.32
"(37200, 37500]",37350.5,3.329366666666667
"(37500, 37800]",37650.5,3.3290333333333333
"(37800, 38100]",37950.5,3.3537333333333335
"(38100, 38400]",38250.5,3.3683666666666667
"(38400, 38700]",38550.5,3.3767
"(38700, 39000]",38850.5,3.38
"(39000, 39300]",39150.5,3.38
"(39300, 39600]",39450.5,3.38
"(39600, 39900]",39750.5,3.4408333333333334
"(39900, 40200]",40050.5,3.5248333333333335
"(40200, 40500]",40350.5,3.632933333333334
"(40500, 40800]",40650.5,3.774966666666667
"(40800, 41100]",40950.5,3.939966666666667
"(41100, 41400]",41250.5,4.127233333333334
"(41400, 41700]",41550.5,4.330033333333334
"(41700, 42000]",41850.5,4.5466
"(42000, 42300]",42150.5,4.783833333333334
"(42300, 42600]",42450.5,5.059933333333333
"(42600, 42900]",42750.5,5.335766666666666
"(42900, 43200]",43050.5,5.627
"(43200, 43500]",43350.5,5.9477
"(43500, 43800]",43650.5,6.3492
"(43800, 44100]",43950.5,6.8530999999999995
"(44100, 44400]",44250.5,7.474033333333334
"(44400, 44700]",44550.5,8.183433333333333
"(44700, 45000]",44850.5,9.004766666666667
"(45000, 45300]",45150.5,9.915933333333333
"(45300, 45600]",45450.5,10.931466666666667
"(45600, 45900]",45750.5,12.0445
"(45900, 46200]",46050.5,13.251000000000001
"(46200, 46500]",46350.5,14.488533333333335
"(46500, 46800]",46650.5,15.8239
"(46800, 47100]",46950.5,17.263066666666667
"(47100, 47400]",47250.5,18.781066666666664
"(47400, 47700]",47550.5,20.3331
"(47700, 48000]",47850.5,21.965866666666667
"(48000, 48300]",48150.5,23.646266666666666
"(48300, 48600]",48450.5,25.3315
"(48600, 48900]",48750.5,27.0792
"(48900, 49200]",49050.5,28.851733333333335
"(49200, 49500]",49350.5,30.6642
"(49500, 49800]",49650.5,32.521633333333334
"(49800, 50100]",49950.5,34.43366666666667
"(50100, 50400]",50250.5,36.39456666666667
"(50400, 50700]",50550.5,38.38433333333333
"(50700, 51000]",50850.5,40.44566666666667
"(51000, 51300]",51150.5,42.51006666666667
"(51300, 51600]",51450.5,44.57403333333333
"(51600, 51900]",51750.5,46.56493333333333
"(51900, 52200]",52050.5,48.41973333333333
"(52200, 52500]",52350.5,50.03503333333333
"(52500, 52800]",52650.5,51.49893333333333
"(52800, 53100]",52950.5,52.7827
"(53100, 53400]",53250.5,53.850566666666666
"(53400, 53700]",53550.5,54.768166666666666
"(53700, 54000]",53850.5,55.49113333333333
"(54000, 54300]",54150.5,56.09843333333333
