bin,Step Time,Average Waiting Time
"(0, 900]",450.5,8.823866666666667
"(900, 1800]",1350.5,3.9962333333333335
"(1800, 2700]",2250.5,3.1751222222222224
"(2700, 3600]",3150.5,2.6757444444444447
"(3600, 4500]",4050.5,2.9501999999999997
"(4500, 5400]",4950.5,2.5433222222222227
"(5400, 6300]",5850.5,2.354077777777778
"(6300, 7200]",6750.5,2.1825888888888887
"(7200, 8100]",7650.5,2.5229444444444447
"(8100, 9000]",8550.5,2.5215666666666663
"(9000, 9900]",9450.5,2.5500555555555553
"(9900, 10800]",10350.5,2.539944444444444
"(10800, 11700]",11250.5,2.7491555555555554
"(11700, 12600]",12150.5,2.721877777777778
"(12600, 13500]",13050.5,2.7351444444444444
"(13500, 14400]",13950.5,2.7196
"(14400, 15300]",14850.5,2.8647
"(15300, 16200]",15750.5,2.8479666666666668
"(16200, 17100]",16650.5,2.8539777777777777
"(17100, 18000]",17550.5,2.833744444444444
"(18000, 18900]",18450.5,3.048344444444444
"(18900, 19800]",19350.5,3.0458555555555553
"(19800, 20700]",20250.5,3.0429444444444447
"(20700, 21600]",21150.5,3.0205111111111114
"(21600, 22500]",22050.5,3.0951666666666666
"(22500, 23400]",22950.5,3.068522222222222
"(23400, 24300]",23850.5,3.0535444444444444
"(24300, 25200]",24750.5,3.0266444444444445
"(25200, 26100]",25650.5,3.040677777777778
"(26100, 27000]",26550.5,3.0081444444444445
"(27000, 27900]",27450.5,2.983188888888889
"(27900, 28800]",28350.5,2.953555555555556
"(28800, 29700]",29250.5,3.107333333333333
"(29700, 30600]",30150.5,3.186311111111111
"(30600, 31500]",31050.5,3.1993888888888886
"(31500, 32400]",31950.5,3.2029
"(32400, 33300]",32850.5,3.277911111111111
"(33300, 34200]",33750.5,3.2791
"(34200, 35100]",34650.5,3.280822222222222
"(35100, 36000]",35550.5,3.2796111111111106
"(36000, 36900]",36450.5,3.3799111111111113
"(36900, 37800]",37350.5,3.4052444444444445
"(37800, 38700]",38250.5,3.4321111111111113
"(38700, 39600]",39150.5,3.4435555555555553
"(39600, 40500]",40050.5,3.5829
"(40500, 41400]",40950.5,3.962311111111111
"(41400, 42300]",41850.5,4.5998
"(42300, 43200]",42750.5,5.480633333333333
"(43200, 44100]",43650.5,6.684466666666667
"(44100, 45000]",44550.5,8.693044444444444
"(45000, 45900]",45450.5,11.519155555555555
"(45900, 46800]",46350.5,15.076022222222223
"(46800, 47700]",47250.5,19.478177777777777
"(47700, 48600]",48150.5,24.35536666666667
"(48600, 49500]",49050.5,29.54428888888889
"(49500, 50400]",49950.5,35.04781111111111
"(50400, 51300]",50850.5,40.85861111111111
"(51300, 52200]",51750.5,46.78498888888889
"(52200, 53100]",52650.5,51.51031111111111
"(53100, 54000]",53550.5,54.63082222222222
