bin,Step Time,Average Travel Time
"(0, 600]",300.5,45.347883333333336
"(600, 1200]",900.5,47.59408333333334
"(1200, 1800]",1500.5,47.4771
"(1800, 2400]",2100.5,47.61405
"(2400, 3000]",2700.5,47.7133
"(3000, 3600]",3300.5,47.43886666666667
"(3600, 4200]",3900.5,47.99088333333333
"(4200, 4800]",4500.5,48.426449999999996
"(4800, 5400]",5100.5,48.6306
"(5400, 6000]",5700.5,48.847116666666665
"(6000, 6600]",6300.5,48.99615
"(6600, 7200]",6900.5,49.120016666666665
"(7200, 7800]",7500.5,49.79546666666666
"(7800, 8400]",8100.5,50.74913333333333
"(8400, 9000]",8700.5,51.535833333333336
"(9000, 9600]",9300.5,52.02193333333333
"(9600, 10200]",9900.5,52.31693333333333
"(10200, 10800]",10500.5,52.60043333333333
"(10800, 11400]",11100.5,52.97383333333333
"(11400, 12000]",11700.5,53.451566666666665
"(12000, 12600]",12300.5,53.78253333333333
"(12600, 13200]",12900.5,54.0465
"(13200, 13800]",13500.5,54.25803333333333
"(13800, 14400]",14100.5,54.41721666666666
"(14400, 15000]",14700.5,54.64495
"(15000, 15600]",15300.5,54.836416666666665
"(15600, 16200]",15900.5,55.00386666666667
"(16200, 16800]",16500.5,55.17371666666667
"(16800, 17400]",17100.5,55.3069
"(17400, 18000]",17700.5,55.42816666666667
"(18000, 18600]",18300.5,55.532199999999996
"(18600, 19200]",18900.5,55.574000000000005
"(19200, 19800]",19500.5,55.609633333333335
"(19800, 20400]",20100.5,55.61871666666667
"(20400, 21000]",20700.5,55.62911666666667
"(21000, 21600]",21300.5,55.66838333333333
"(21600, 22200]",21900.5,55.71013333333334
"(22200, 22800]",22500.5,55.716150000000006
"(22800, 23400]",23100.5,55.72363333333333
"(23400, 24000]",23700.5,55.73831666666666
"(24000, 24600]",24300.5,55.7627
"(24600, 25200]",24900.5,55.767383333333335
"(25200, 25800]",25500.5,55.737383333333334
"(25800, 26400]",26100.5,55.64706666666666
"(26400, 27000]",26700.5,55.54816666666667
"(27000, 27600]",27300.5,55.438266666666664
"(27600, 28200]",27900.5,55.35211666666666
"(28200, 28800]",28500.5,55.26583333333333
"(28800, 29400]",29100.5,55.214816666666664
"(29400, 30000]",29700.5,55.2225
"(30000, 30600]",30300.5,55.22055
"(30600, 31200]",30900.5,55.21435
"(31200, 31800]",31500.5,55.208016666666666
"(31800, 32400]",32100.5,55.2066
"(32400, 33000]",32700.5,55.19898333333333
"(33000, 33600]",33300.5,55.17846666666667
"(33600, 34200]",33900.5,55.18365000000001
"(34200, 34800]",34500.5,55.18888333333334
"(34800, 35400]",35100.5,55.17741666666666
"(35400, 36000]",35700.5,55.188449999999996
"(36000, 36600]",36300.5,55.196999999999996
"(36600, 37200]",36900.5,55.205533333333335
"(37200, 37800]",37500.5,55.20226666666667
"(37800, 38400]",38100.5,55.2231
"(38400, 39000]",38700.5,55.22696666666667
"(39000, 39600]",39300.5,55.215833333333336
"(39600, 40200]",39900.5,55.20055
"(40200, 40800]",40500.5,55.1963
"(40800, 41400]",41100.5,55.192750000000004
"(41400, 42000]",41700.5,55.1932
"(42000, 42600]",42300.5,55.19174999999999
"(42600, 43200]",42900.5,55.19408333333333
"(43200, 43800]",43500.5,55.18396666666666
"(43800, 44400]",44100.5,55.16096666666667
"(44400, 45000]",44700.5,55.15351666666667
"(45000, 45600]",45300.5,55.13896666666666
"(45600, 46200]",45900.5,55.123983333333335
"(46200, 46800]",46500.5,55.1143
"(46800, 47400]",47100.5,55.10125
"(47400, 48000]",47700.5,55.08065
"(48000, 48600]",48300.5,55.05201666666667
"(48600, 49200]",48900.5,55.02963333333333
"(49200, 49800]",49500.5,55.0084
"(49800, 50400]",50100.5,54.985099999999996
"(50400, 51000]",50700.5,54.962633333333336
"(51000, 51600]",51300.5,54.91993333333333
"(51600, 52200]",51900.5,54.88135
"(52200, 52800]",52500.5,54.83175000000001
"(52800, 53400]",53100.5,54.77956666666666
"(53400, 54000]",53700.5,54.734950000000005
