bin,Step Time,Average Travel Time
"(0, 300]",150.5,42.228566666666666
"(300, 600]",450.5,48.4672
"(600, 900]",750.5,47.66713333333333
"(900, 1200]",1050.5,47.52103333333333
"(1200, 1500]",1350.5,47.228833333333334
"(1500, 1800]",1650.5,47.725366666666666
"(1800, 2100]",1950.5,47.541066666666666
"(2100, 2400]",2250.5,47.68703333333333
"(2400, 2700]",2550.5,47.74176666666667
"(2700, 3000]",2850.5,47.68483333333334
"(3000, 3300]",3150.5,47.455866666666665
"(3300, 3600]",3450.5,47.421866666666666
"(3600, 3900]",3750.5,47.89033333333334
"(3900, 4200]",4050.5,48.091433333333335
"(4200, 4500]",4350.5,48.308566666666664
"(4500, 4800]",4650.5,48.544333333333334
"(4800, 5100]",4950.5,48.545
"(5100, 5400]",5250.5,48.7162
"(5400, 5700]",5550.5,48.73643333333334
"(5700, 6000]",5850.5,48.9578
"(6000, 6300]",6150.5,49.009166666666665
"(6300, 6600]",6450.5,48.983133333333335
"(6600, 6900]",6750.5,49.0488
"(6900, 7200]",7050.5,49.19123333333334
"(7200, 7500]",7350.5,49.51903333333333
"(7500, 7800]",7650.5,50.0719
"(7800, 8100]",7950.5,50.52896666666667
"(8100, 8400]",8250.5,50.969300000000004
"(8400, 8700]",8550.5,51.37996666666667
"(8700, 9000]",8850.5,51.6917
"(9000, 9300]",9150.5,51.92963333333333
"(9300, 9600]",9450.5,52.11423333333334
"(9600, 9900]",9750.5,52.236599999999996
"(9900, 10200]",10050.5,52.39726666666667
"(10200, 10500]",10350.5,52.536233333333335
"(10500, 10800]",10650.5,52.664633333333335
"(10800, 11100]",10950.5,52.8681
"(11100, 11400]",11250.5,53.07956666666667
"(11400, 11700]",11550.5,53.339666666666666
"(11700, 12000]",11850.5,53.56346666666667
"(12000, 12300]",12150.5,53.704366666666665
"(12300, 12600]",12450.5,53.8607
"(12600, 12900]",12750.5,53.989466666666665
"(12900, 13200]",13050.5,54.10353333333333
"(13200, 13500]",13350.5,54.238933333333335
"(13500, 13800]",13650.5,54.27713333333333
"(13800, 14100]",13950.5,54.361466666666665
"(14100, 14400]",14250.5,54.472966666666665
"(14400, 14700]",14550.5,54.5984
"(14700, 15000]",14850.5,54.691500000000005
"(15000, 15300]",15150.5,54.7919
"(15300, 15600]",15450.5,54.88093333333333
"(15600, 15900]",15750.5,54.96606666666666
"(15900, 16200]",16050.5,55.041666666666664
"(16200, 16500]",16350.5,55.12736666666667
"(16500, 16800]",16650.5,55.22006666666667
"(16800, 17100]",16950.5,55.27693333333334
"(17100, 17400]",17250.5,55.33686666666667
"(17400, 17700]",17550.5,55.39693333333334
"(17700, 18000]",17850.5,55.4594
"(18000, 18300]",18150.5,55.51746666666667
"(18300, 18600]",18450.5,55.54693333333334
"(18600, 18900]",18750.5,55.56270000000001
"(18900, 19200]",19050.5,55.585300000000004
"(19200, 19500]",19350.5,55.597366666666666
"(19500, 19800]",19650.5,55.6219
"(19800, 20100]",19950.5,55.62486666666666
"(20100, 20400]",20250.5,55.612566666666666
"(20400, 20700]",20550.5,55.623666666666665
"(20700, 21000]",20850.5,55.634566666666665
"(21000, 21300]",21150.5,55.65710000000001
"(21300, 21600]",21450.5,55.67966666666667
