bin,Step Time,Average Travel Time
"(0, 300]",150.5,42.3182
"(300, 600]",450.5,50.57036666666667
"(600, 900]",750.5,49.8867
"(900, 1200]",1050.5,50.3365
"(1200, 1500]",1350.5,50.19179999999999
"(1500, 1800]",1650.5,49.90146666666667
"(1800, 2100]",1950.5,50.04353333333333
"(2100, 2400]",2250.5,50.07196666666667
"(2400, 2700]",2550.5,50.578833333333336
"(2700, 3000]",2850.5,50.72743333333333
"(3000, 3300]",3150.5,50.988
"(3300, 3600]",3450.5,51.1074
"(3600, 3900]",3750.5,51.48413333333333
"(3900, 4200]",4050.5,51.883633333333336
"(4200, 4500]",4350.5,52.10316666666667
"(4500, 4800]",4650.5,52.438433333333336
"(4800, 5100]",4950.5,52.77373333333333
"(5100, 5400]",5250.5,53.02973333333333
"(5400, 5700]",5550.5,53.07313333333334
"(5700, 6000]",5850.5,53.05843333333333
"(6000, 6300]",6150.5,53.16116666666667
"(6300, 6600]",6450.5,53.379466666666666
"(6600, 6900]",6750.5,53.46133333333333
"(6900, 7200]",7050.5,53.4689
"(7200, 7500]",7350.5,53.631299999999996
"(7500, 7800]",7650.5,54.1679
"(7800, 8100]",7950.5,54.58283333333333
"(8100, 8400]",8250.5,54.828833333333336
"(8400, 8700]",8550.5,55.0569
"(8700, 9000]",8850.5,55.3276
"(9000, 9300]",9150.5,55.50523333333333
"(9300, 9600]",9450.5,55.691066666666664
"(9600, 9900]",9750.5,55.871433333333336
"(9900, 10200]",10050.5,55.948966666666664
"(10200, 10500]",10350.5,56.123266666666666
"(10500, 10800]",10650.5,56.23383333333334
"(10800, 11100]",10950.5,56.33926666666666
"(11100, 11400]",11250.5,56.46966666666667
"(11400, 11700]",11550.5,56.615399999999994
"(11700, 12000]",11850.5,56.72416666666667
"(12000, 12300]",12150.5,56.8604
"(12300, 12600]",12450.5,56.991366666666664
"(12600, 12900]",12750.5,57.02733333333334
"(12900, 13200]",13050.5,57.0882
"(13200, 13500]",13350.5,57.160999999999994
"(13500, 13800]",13650.5,57.252166666666675
"(13800, 14100]",13950.5,57.282333333333334
"(14100, 14400]",14250.5,57.30076666666667
"(14400, 14700]",14550.5,57.37113333333333
"(14700, 15000]",14850.5,57.46246666666667
"(15000, 15300]",15150.5,57.53503333333333
"(15300, 15600]",15450.5,57.602666666666664
"(15600, 15900]",15750.5,57.71843333333333
"(15900, 16200]",16050.5,57.81123333333333
"(16200, 16500]",16350.5,57.86526666666667
"(16500, 16800]",16650.5,57.947533333333325
"(16800, 17100]",16950.5,58.02183333333333
"(17100, 17400]",17250.5,58.10223333333334
"(17400, 17700]",17550.5,58.15363333333333
"(17700, 18000]",17850.5,58.2128
"(18000, 18300]",18150.5,58.248866666666665
"(18300, 18600]",18450.5,58.261066666666665
"(18600, 18900]",18750.5,58.242066666666666
"(18900, 19200]",19050.5,58.2223
"(19200, 19500]",19350.5,58.2422
"(19500, 19800]",19650.5,58.23416666666667
"(19800, 20100]",19950.5,58.24453333333334
"(20100, 20400]",20250.5,58.226299999999995
"(20400, 20700]",20550.5,58.23346666666667
"(20700, 21000]",20850.5,58.24523333333333
"(21000, 21300]",21150.5,58.267066666666665
