bin,Step Time,Average Waiting Time
"(0, 600]",300.5,10.420183333333332
"(600, 1200]",900.5,5.083366666666667
"(1200, 1800]",1500.5,3.711816666666667
"(1800, 2400]",2100.5,3.2645833333333334
"(2400, 3000]",2700.5,2.8921
"(3000, 3600]",3300.5,2.5991666666666666
"(3600, 4200]",3900.5,3.0394333333333337
"(4200, 4800]",4500.5,2.7176166666666663
"(4800, 5400]",5100.5,2.489116666666667
"(5400, 6000]",5700.5,2.3898
"(6000, 6600]",6300.5,2.2679
"(6600, 7200]",6900.5,2.1568666666666667
"(7200, 7800]",7500.5,2.5637
"(7800, 8400]",8100.5,2.5458666666666665
"(8400, 9000]",8700.5,2.5414833333333333
"(9000, 9600]",9300.5,2.566683333333333
"(9600, 10200]",9900.5,2.5656166666666667
"(10200, 10800]",10500.5,2.5457666666666667
"(10800, 11400]",11100.5,2.804383333333333
"(11400, 12000]",11700.5,2.7878666666666665
"(12000, 12600]",12300.5,2.7754666666666665
"(12600, 13200]",12900.5,2.7823499999999997
"(13200, 13800]",13500.5,2.7784833333333334
"(13800, 14400]",14100.5,2.7533
"(14400, 15000]",14700.5,2.9068666666666667
"(15000, 15600]",15300.5,2.8970833333333332
"(15600, 16200]",15900.5,2.89075
"(16200, 16800]",16500.5,2.8921166666666664
"(16800, 17400]",17100.5,2.8793333333333333
"(17400, 18000]",17700.5,2.8564333333333334
"(18000, 18600]",18300.5,3.0511166666666667
"(18600, 19200]",18900.5,3.0617
"(19200, 19800]",19500.5,3.0481166666666666
"(19800, 20400]",20100.5,3.0511666666666666
"(20400, 21000]",20700.5,3.0378166666666666
"(21000, 21600]",21300.5,3.0187166666666667
"(21600, 22200]",21900.5,3.111283333333333
"(22200, 22800]",22500.5,3.0976999999999997
"(22800, 23400]",23100.5,3.0804666666666667
"(23400, 24000]",23700.5,3.070666666666667
"(24000, 24600]",24300.5,3.0574166666666667
"(24600, 25200]",24900.5,3.0353333333333334
"(25200, 25800]",25500.5,3.06405
"(25800, 26400]",26100.5,3.0424333333333333
"(26400, 27000]",26700.5,3.02335
"(27000, 27600]",27300.5,3.0054833333333333
"(27600, 28200]",27900.5,2.98835
"(28200, 28800]",28500.5,2.9671666666666665
"(28800, 29400]",29100.5,3.090933333333333
"(29400, 30000]",29700.5,3.168433333333333
"(30000, 30600]",30300.5,3.1740833333333334
"(30600, 31200]",30900.5,3.1753666666666667
"(31200, 31800]",31500.5,3.1817166666666665
"(31800, 32400]",32100.5,3.18
"(32400, 33000]",32700.5,3.2552499999999998
"(33000, 33600]",33300.5,3.25665
"(33600, 34200]",33900.5,3.2487
"(34200, 34800]",34500.5,3.25285
"(34800, 35400]",35100.5,3.2538
"(35400, 36000]",35700.5,3.25055
"(36000, 36600]",36300.5,3.33395
"(36600, 37200]",36900.5,3.3533166666666667
"(37200, 37800]",37500.5,3.3606166666666666
"(37800, 38400]",38100.5,3.3884666666666665
"(38400, 39000]",38700.5,3.3995
"(39000, 39600]",39300.5,3.4000166666666667
"(39600, 40200]",39900.5,3.5007166666666665
"(40200, 40800]",40500.5,3.689083333333333
"(40800, 41400]",41100.5,3.97595
"(41400, 42000]",41700.5,4.352133333333334
"(42000, 42600]",42300.5,4.789433333333333
"(42600, 43200]",42900.5,5.269916666666666
"(43200, 43800]",43500.5,5.8967
"(43800, 44400]",44100.5,6.8902
"(44400, 45000]",44700.5,8.239066666666666
"(45000, 45600]",45300.5,9.955283333333334
"(45600, 46200]",45900.5,12.020483333333333
"(46200, 46800]",46500.5,14.425799999999999
"(46800, 47400]",47100.5,17.148416666666666
"(47400, 48000]",47700.5,20.03868333333333
"(48000, 48600]",48300.5,23.132016666666665
"(48600, 49200]",48900.5,26.379166666666666
"(49200, 49800]",49500.5,29.822483333333334
"(49800, 50400]",50100.5,33.456066666666665
"(50400, 51000]",50700.5,37.17016666666667
"(51000, 51600]",51300.5,41.01208333333334
"(51600, 52200]",51900.5,44.617000000000004
"(52200, 52800]",52500.5,47.58405
"(52800, 53400]",53100.5,49.7821
"(53400, 54000]",53700.5,51.198949999999996
